loc_rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbeccen,st_dist,st_teff,st_rad,pl_eqt,pl_rade,pl_disc
1703,Kepler-146,b,Transit,2,31.158799,,,5948,1.21,,3.71,2014
1704,Kepler-146,c,Transit,2,76.732171,,,5948,1.21,,3.13,2014
1705,Kepler-1460,b,Transit,1,29.9633247,,574,4422,0.67,,1.96,2016
1706,Kepler-1461,b,Transit,1,29.3494775,,752,4919,0.74,,2.03,2016
1707,Kepler-1462,b,Transit,1,65.6488341,,1368,5756,1,,3.82,2016
1708,Kepler-1463,b,Transit,1,25.15864,,1341,5679,0.95,,1.86,2016
1709,Kepler-1464,b,Transit,2,31.7785901,,692,5828,1.01,,1.66,2016
1710,Kepler-1464,c,Transit,2,5.32786292,,692,5828,1.01,,1,2016
1711,Kepler-1465,b,Transit,1,31.8277111,,350,4726,0.71,,1.77,2016
1712,Kepler-1466,b,Transit,1,31.1750448,,686,5884,1.02,,1.55,2016
1713,Kepler-1467,b,Transit,1,47.0569043,,890,5332,0.82,,3.3,2016
1714,Kepler-1468,b,Transit,2,8.23984869,,1130,5893,1.05,,1.73,2016
1715,Kepler-1468,c,Transit,2,3.54553021,,1130,5893,1.05,,1.15,2016
1716,Kepler-1469,b,Transit,1,21.8635301,,1255,5507,0.89,,2.8,2016
1717,Kepler-147,b,Transit,2,12.610584,,,6012,1.47,,1.53,2014
1718,Kepler-147,c,Transit,2,33.416423,,,6012,1.47,,2.43,2014
1719,Kepler-1470,b,Transit,1,16.2950903,,569,4961,0.76,,1.07,2016
1720,Kepler-1471,b,Transit,1,3.63899398,,1059,5660,0.93,,1.41,2016
1721,Kepler-1472,b,Transit,1,38.1312831,,1269,6159,1.25,,1.9,2016
1722,Kepler-1473,b,Transit,1,14.4273551,,625,6046,1.09,,1.19,2016
1723,Kepler-1474,b,Transit,1,36.4333452,,1214,5870,1.04,,2.16,2016
1724,Kepler-1475,b,Transit,1,82.177374,,1714,6214,1.28,,2.92,2016
1725,Kepler-1476,b,Transit,1,10.35863224,,1218,5663,0.96,,1.67,2016
1726,Kepler-1477,b,Transit,1,11.55530021,,525,5100,0.78,,1.18,2016
1727,Kepler-1478,b,Transit,1,26.0840594,,1405,5904,1.06,,1.73,2016
1728,Kepler-1479,b,Transit,1,14.53261362,,619,5796,0.98,,1.83,2016
1729,Kepler-148,b,Transit,3,1.729366,,,5272,0.85,,1.8,2014
1730,Kepler-148,c,Transit,3,4.180043,,,5272,0.85,,3.6,2014
1731,Kepler-148,d,Transit,3,51.84688575,,,5272,0.85,,8.68,2016
1732,Kepler-1480,b,Transit,1,22.12679948,,540,5156,0.81,,1.67,2016
1733,Kepler-1481,b,Transit,1,5.94220998,,493,4908,0.75,,1.23,2016
1734,Kepler-1482,b,Transit,1,12.25383217,,442,5381,0.84,,1.01,2016
1735,Kepler-1483,b,Transit,1,9.5085156,,1327,6337,1.4,,1.52,2016
1736,Kepler-1484,b,Transit,1,30.4549136,,1095,5730,0.92,,2.11,2016
1737,Kepler-1485,b,Transit,1,19.9157725,,550,6087,1.12,,1.47,2016
1738,Kepler-1486,b,Transit,1,54.6495759,,1465,5965,1.12,,2.32,2016
1739,Kepler-1487,b,Transit,1,7.31946363,,1094,6541,1.63,,2.13,2016
1740,Kepler-1488,b,Transit,1,39.8189932,,618,5820,1.31,,1.86,2016
1741,Kepler-1489,b,Transit,1,82.294751,,870,5655,0.9,,1.77,2016
1742,Kepler-149,b,Transit,3,29.198943,,,5381,0.95,,4.21,2014
1743,Kepler-149,c,Transit,3,55.328328,,,5381,0.95,,1.61,2014
1744,Kepler-149,d,Transit,3,160.018032,,,5381,0.95,,3.96,2014
1745,Kepler-1490,b,Transit,1,92.4362973,,968,5515,0.87,,3.04,2016
1746,Kepler-1491,b,Transit,1,16.5861762,,1312,5728,0.99,,1.51,2016
1747,Kepler-1492,b,Transit,1,16.75255007,,371,4712,0.72,,1.49,2016
1748,Kepler-1493,b,Transit,1,15.0217983,,572,5863,1.29,,1.41,2016
1749,Kepler-1494,b,Transit,1,91.080482,,1059,5659,0.94,,3.07,2016
1750,Kepler-1495,b,Transit,1,85.273256,,1307,5831,1.04,,2.94,2016
1751,Kepler-1496,b,Transit,1,64.6588017,,1293,6182,1.27,,2.22,2016
1752,Kepler-1497,b,Transit,1,8.74199772,,1122,5675,0.95,,1.66,2016
1753,Kepler-1498,b,Transit,1,48.051405,,740,5256,0.81,,1.33,2016
1754,Kepler-1499,b,Transit,1,44.2008,,310,5097,0.78,,1.19,2016
1755,Kepler-15,b,Transit,1,4.942782,0.06,,5515,0.99,,10.76,2011
1756,Kepler-150,b,Transit,5,3.428054,,927,5560,0.94,,1.25,2014
1757,Kepler-150,c,Transit,5,7.381998,,927,5560,0.94,,3.69,2014
1758,Kepler-150,d,Transit,5,12.56093,,927,5560,0.94,,2.79,2014
1759,Kepler-150,e,Transit,5,30.826557,,927,5560,0.94,,3.12,2014
1760,Kepler-150,f,Transit,5,637.2093,,927,5560,0.94,,3.64,2017
1761,Kepler-1500,b,Transit,1,15.0330105,,904,5845,1,,1.2,2016
1762,Kepler-1501,b,Transit,1,14.5564533,,888,6229,1.3,,1.56,2016
1763,Kepler-1502,b,Transit,1,41.7083629,,1540,6666,1.72,,3.18,2016
1764,Kepler-1503,b,Transit,1,96.16987,,850,5069,0.74,,2.27,2016
1765,Kepler-1504,b,Transit,1,82.304003,,1029,5393,0.81,,2.13,2016
1766,Kepler-1505,b,Transit,1,30.8609366,,359,5686,0.86,,0.93,2016
1767,Kepler-1506,b,Transit,1,14.0329154,,1318,5676,0.93,,1.32,2016
1768,Kepler-1507,b,Transit,1,16.0506213,,342,5410,0.85,,0.84,2016
1769,Kepler-1508,b,Transit,1,20.7056504,,892,6158,1.22,,1.33,2016
1770,Kepler-1509,b,Transit,1,25.4338197,,1277,5780,0.99,,1.85,2016
1771,Kepler-151,b,Transit,2,15.228958,,,5460,0.83,,3.06,2014
1772,Kepler-151,c,Transit,2,24.674612,,,5460,0.83,,2.09,2014
1773,Kepler-1510,b,Transit,1,84.703921,,1615,6200,1.28,,3.36,2016
1774,Kepler-1511,b,Transit,1,23.2382792,,897,6064,1.29,,1.68,2016
1775,Kepler-1512,b,Transit,1,20.35972599,,162,4372,0.67,,1.18,2016
1776,Kepler-1513,b,Transit,1,160.8846509,,384,5617,0.97,,8.46,2016
1777,Kepler-1514,b,Transit,1,217.8317626,,379,6251,1.22,,11.82,2016
1778,Kepler-1515,b,Transit,1,214.3114164,,504,6511,1.41,,9.55,2016
1779,Kepler-1516,b,Transit,1,7.25931979,,872,5904,1.07,,1.75,2016
1780,Kepler-1517,b,Transit,1,5.54608367,,869,7010,1.95,,9.76,2016
1781,Kepler-1518,b,Transit,1,5.11177904,,1140,6846,1.88,,3.05,2016
1782,Kepler-1519,b,Transit,1,240.7989397,,858,5644,0.91,,7.06,2016
1783,Kepler-152,b,Transit,2,18.207973,,,5088,0.72,,2.79,2014
1784,Kepler-152,c,Transit,2,88.255055,,,5088,0.72,,2.39,2014
1785,Kepler-1520,b,Transit,1,0.65355357,,636,4677,0.71,,5.77,2016
1786,Kepler-1521,b,Transit,1,47.14840805,,227,5042,0.76,,2.5,2016
1787,Kepler-1522,b,Transit,1,1.84788917,,690,5706,0.93,,1.73,2016
1788,Kepler-1523,b,Transit,1,0.93875077,,918,5708,0.96,,1.58,2016
1789,Kepler-1524,b,Transit,1,70.9674603,,506,6179,1.25,,3.54,2016
1790,Kepler-1525,b,Transit,1,2.41660118,,396,5748,1.04,,0.91,2016
1791,Kepler-1526,b,Transit,1,3.908632,,576,4601,0.69,,2.43,2016
1792,Kepler-1527,b,Transit,1,160.129918,,1560,6224,1.32,,4.77,2016
1793,Kepler-1528,b,Transit,1,1.79111021,,916,5857,1.03,,1.46,2016
1794,Kepler-1529,b,Transit,1,5.33905686,,683,5048,0.77,,2.1,2016
1795,Kepler-153,b,Transit,2,18.870227,,,5404,0.89,,2.92,2014
1796,Kepler-153,c,Transit,2,46.90232,,,5404,0.89,,2.53,2014
1797,Kepler-1530,b,Transit,2,2.5904434,,552,5477,0.88,,1.64,2016
1798,Kepler-1530,c,Transit,2,5.3227406,,552,5477,0.88,,1.65,2016
1799,Kepler-1531,b,Transit,1,1.13854338,,670,6260,1.27,,1.11,2016
1800,Kepler-1532,b,Transit,1,1.09366356,,824,5559,0.88,,1.35,2016
1801,Kepler-1533,b,Transit,1,308.5471,,852,6431,1.51,,3.46,2016
1802,Kepler-1534,b,Transit,1,5.71668872,,1107,5442,0.86,,1.89,2016
1803,Kepler-1535,b,Transit,1,138.9442,,879,6021,1.11,,2.55,2016
1804,Kepler-1536,b,Transit,1,364.758031,,401,4434,0.67,,3.14,2016
1805,Kepler-1537,b,Transit,1,1.4444538,,503,5079,0.77,,1.18,2016
1806,Kepler-1538,b,Transit,1,175.138819,,1291,5837,1.03,,2.82,2016
1807,Kepler-1539,b,Transit,1,133.3036741,,788,5176,0.8,,2.7,2016
1808,Kepler-154,b,Transit,5,33.040532,,,5690,1,,2.26,2014
1809,Kepler-154,c,Transit,5,62.303276,,,5690,1,,2.95,2014
1810,Kepler-154,d,Transit,5,20.54981883,,,5690,1,,3.84,2016
1811,Kepler-154,e,Transit,5,3.93276465,,,5690,1,,1.5,2016
1812,Kepler-154,f,Transit,5,9.91935684,,,5690,1,,1.5,2016
1813,Kepler-1540,b,Transit,1,125.4131177,,262,4540,0.69,,2.49,2016
1814,Kepler-1541,b,Transit,1,8.40691199,,414,5282,0.81,,1.16,2016
1815,Kepler-1542,b,Transit,4,3.95116882,,336,5564,0.99,,0.76,2016
1816,Kepler-1542,c,Transit,4,2.89223021,,336,5564,0.99,,0.65,2016
1817,Kepler-1542,d,Transit,4,5.99273738,,336,5564,0.99,,0.87,2016
1818,Kepler-1542,e,Transit,4,5.10115756,,336,5564,0.99,,0.76,2016
1819,Kepler-1543,b,Transit,1,6.96710269,,1114,6561,1.65,,2.71,2016
1820,Kepler-1544,b,Transit,1,168.811174,,349,4886,0.74,,1.78,2016
1821,Kepler-1545,b,Transit,1,163.692349,,688,5201,0.8,,2.7,2016
1822,Kepler-1546,b,Transit,1,19.5974971,,994,5623,0.93,,3.13,2016
1823,Kepler-1547,b,Transit,1,0.69297968,,665,6078,1.18,,0.9,2016
1824,Kepler-1548,b,Transit,1,124.828679,,1150,5706,0.97,,2.64,2016
1825,Kepler-1549,b,Transit,1,214.886545,,792,5324,0.84,,2.57,2016
1826,Kepler-155,b,Transit,2,5.931194,,293,4508,0.62,,2.09,2014
1827,Kepler-155,c,Transit,2,52.661793,,293,4508,0.62,,2.24,2014
1828,Kepler-1550,b,Transit,1,225.582809,,1202,5991,1.11,,3.02,2016
1829,Kepler-1551,b,Transit,1,24.4973698,,1560,6136,1.22,,2.66,2016
1830,Kepler-1552,b,Transit,1,184.771853,,618,5202,0.78,,2.47,2016
1831,Kepler-1553,b,Transit,1,4.24261881,,719,5288,0.81,,1.15,2016
1832,Kepler-1554,b,Transit,1,198.088774,,982,5297,0.81,,2.9,2016
1833,Kepler-1555,b,Transit,1,8.10501635,,1382,5866,1.06,,1.61,2016
1834,Kepler-1556,b,Transit,1,8.82713457,,1060,5608,0.95,,1.96,2016
1835,Kepler-1557,b,Transit,1,3.74032496,,1532,6099,1.17,,1.53,2016
1836,Kepler-1558,b,Transit,1,3.50470358,,343,5101,0.79,,0.68,2016
1837,Kepler-1559,b,Transit,1,0.97191543,,580,5316,0.82,,0.72,2016
1838,Kepler-156,b,Transit,2,4.973456,,,5094,0.81,,2.3,2014
1839,Kepler-156,c,Transit,2,15.906801,,,5094,0.81,,2.55,2014
1840,Kepler-1560,b,Transit,1,3.03195744,,529,5815,1.02,,0.89,2016
1841,Kepler-1561,b,Transit,1,1.00520701,,993,5957,1.11,,1.09,2016
1842,Kepler-1562,b,Transit,1,64.2737752,,1315,5760,1.05,,3.55,2016
1843,Kepler-1563,b,Transit,1,3.43276598,,547,5765,0.99,,0.75,2016
1844,Kepler-1564,b,Transit,1,18.0540381,,872,5528,0.9,,1.47,2016
1845,Kepler-1565,b,Transit,1,1.53818844,,657,4940,0.73,,1.19,2016
1846,Kepler-1566,b,Transit,1,0.53991524,,511,5254,0.81,,0.79,2016
1847,Kepler-1567,b,Transit,1,153.979578,,1226,5655,0.93,,2.73,2016
1848,Kepler-1568,b,Transit,1,20.925392,,883,5956,1.19,,1.3,2016
1849,Kepler-1569,b,Transit,1,5.79180156,,1050,6319,1.4,,1.68,2016
1850,Kepler-157,b,Transit,3,1.732342,,,5774,1.04,,1.32,2014
1851,Kepler-157,c,Transit,3,13.5405,,,5774,1.04,,2.24,2014
1852,Kepler-157,d,Transit,3,7.02573474,,,5774,1.04,,1.46,2016
1853,Kepler-1570,b,Transit,1,26.548955,,463,5550,0.89,,1.07,2016
1854,Kepler-1571,b,Transit,1,3.38555488,,802,6297,1.39,,1.52,2016
1855,Kepler-1572,b,Transit,1,5.49548621,,600,5618,0.95,,0.94,2016
1856,Kepler-1573,b,Transit,1,2.6157554,,1180,5808,1,,1.2,2016
1857,Kepler-1574,b,Transit,1,6.9424334,,1275,5892,1.08,,1.29,2016
1858,Kepler-1575,b,Transit,1,2.55314213,,1170,5667,0.92,,1.31,2016
1859,Kepler-1576,b,Transit,1,6.98471973,,539,5876,1.06,,1.04,2016
1860,Kepler-1577,b,Transit,1,6.30560247,,543,4862,0.74,,1.13,2016
1861,Kepler-1578,b,Transit,1,1.45088691,,1016,5545,0.86,,1.04,2016
1862,Kepler-1579,b,Transit,1,0.84990789,,466,4584,0.7,,0.84,2016
1863,Kepler-158,b,Transit,2,16.709184,,,4623,0.62,,2.12,2014
1864,Kepler-158,c,Transit,2,28.551383,,,4623,0.62,,1.9,2014
1865,Kepler-1580,b,Transit,1,56.6449279,,872,6228,2.15,,2.11,2016
1866,Kepler-1581,b,Transit,1,6.28385491,,443,6022,1.23,,0.8,2016
1867,Kepler-1582,b,Transit,1,4.83817712,,112,3208,0.3,,1.49,2016
1868,Kepler-1583,b,Transit,1,9.32807355,,357,5645,0.91,,0.6,2016
1869,Kepler-1584,b,Transit,1,13.3997099,,1325,6069,1.13,,1.61,2016
1870,Kepler-1585,b,Transit,1,3.5827463,,1269,5538,0.91,,1.79,2016
1871,Kepler-1586,b,Transit,1,15.6049212,,864,6681,1.75,,1.52,2016
1872,Kepler-1587,b,Transit,1,9.4060467,,907,5933,1.22,,1.33,2016
1873,Kepler-1588,b,Transit,1,7.84931739,,658,5817,0.99,,0.76,2016
1874,Kepler-1589,b,Transit,1,0.99166527,,1418,6166,1.25,,1.09,2016
1875,Kepler-159,b,Transit,2,10.139623,,,4625,0.66,,2.38,2014
1876,Kepler-159,c,Transit,2,43.595792,,,4625,0.66,,3.41,2014
1877,Kepler-1590,b,Transit,1,7.61760804,,900,6053,1.16,,1.14,2016
1878,Kepler-1591,b,Transit,1,8.18504949,,1090,6082,1.16,,1.27,2016
1879,Kepler-1592,b,Transit,1,3.05710069,,1349,6213,1.28,,1.54,2016
1880,Kepler-1593,b,Transit,1,174.509835,,755,4995,0.77,,3.17,2016
1881,Kepler-1594,b,Transit,1,2.71603809,,1100,5946,1.08,,1.06,2016
1882,Kepler-1595,b,Transit,1,4.56380468,,841,5203,0.8,,1.23,2016
1883,Kepler-1596,b,Transit,1,66.373379,,1166,5706,0.92,,1.9,2016
1884,Kepler-1597,b,Transit,1,2.94654179,,1255,6377,1.39,,1.06,2016
1885,Kepler-1598,b,Transit,1,4.34195123,,734,5940,1.09,,0.95,2016
1886,Kepler-1599,b,Transit,1,122.363553,,1004,5767,0.99,,1.62,2016
1887,Kepler-16,b,Transit,1,228.776,0.0069,61,4450,0.65,,8.449,2011
1888,Kepler-160,b,Transit,2,4.309427,,,5857,0.88,,1.54,2014
1889,Kepler-160,c,Transit,2,13.699087,,,5857,0.88,,3.61,2014
1890,Kepler-1600,b,Transit,1,386.370548,,992,5214,0.82,,3.13,2016
1891,Kepler-1601,b,Transit,1,2.20921951,,660,5869,1.07,,0.82,2016
1892,Kepler-1602,b,Transit,1,11.17931605,,815,6296,1.36,,1.34,2016
1893,Kepler-1603,b,Transit,1,2.27163926,,1751,6241,1.31,,1.29,2016
1894,Kepler-1604,b,Transit,1,0.68368426,,562,4976,0.76,,1.41,2016
1895,Kepler-1605,b,Transit,1,85.7565495,,224,5280,0.82,,1.08,2016
1896,Kepler-1606,b,Transit,1,196.435224,,880,5422,0.86,,2.07,2016
1897,Kepler-1607,b,Transit,1,13.6473676,,735,6116,1.21,,0.92,2016
1898,Kepler-1608,b,Transit,1,16.4735686,,832,4992,0.72,,1.73,2016
1899,Kepler-1609,b,Transit,1,114.34219,,1483,6132,1.27,,2.22,2016
1900,Kepler-161,b,Transit,2,4.921355,,,5078,0.81,,2.12,2014
1901,Kepler-161,c,Transit,2,7.06424,,,5078,0.81,,2.05,2014
1902,Kepler-1610,b,Transit,1,8.70181574,,1063,5383,0.87,,1.61,2016
1903,Kepler-1611,b,Transit,1,5.1762429,,686,5605,0.93,,0.81,2016
1904,Kepler-1612,b,Transit,1,3.91795101,,837,5643,0.94,,1.03,2016
1905,Kepler-1613,b,Transit,1,1.5184299,,855,6005,1.12,,2.08,2016
1906,Kepler-1614,b,Transit,1,3.9466141,,982,5121,0.76,,1.49,2016
1907,Kepler-1615,b,Transit,1,47.3126192,,940,5865,1.05,,2.06,2016
1908,Kepler-1616,b,Transit,1,6.76284377,,862,6266,1.34,,1.02,2016
1909,Kepler-1617,b,Transit,1,27.4785572,,813,6167,1.22,,1.2,2016
1910,Kepler-1618,b,Transit,1,6.10826019,,1238,6620,1.65,,1.26,2016
1911,Kepler-1619,b,Transit,1,23.6225913,,520,5852,1,,0.76,2016
1912,Kepler-162,b,Transit,2,6.919798,,,5816,0.96,,1.26,2014
1913,Kepler-162,c,Transit,2,19.446355,,,5816,0.96,,3.03,2014
1914,Kepler-1620,b,Transit,1,101.951829,,773,6157,1.23,,1.61,2016
1915,Kepler-1621,b,Transit,1,92.263714,,1461,6158,1.24,,2.16,2016
1916,Kepler-1622,b,Transit,1,10.8118737,,927,6436,1.5,,1.47,2016
1917,Kepler-1623,b,Transit,1,4.36128348,,986,5772,1,,1.31,2016
1918,Kepler-1624,b,Transit,1,3.29030452,,199,3636,0.47,,5.7,2016
1919,Kepler-1625,b,Transit,1,287.378949,,1213,5677,0.94,,6.06,2016
1920,Kepler-1626,b,Transit,1,4.13962966,,1718,6826,1.85,,2.02,2016
1921,Kepler-1627,b,Transit,1,7.20283653,,311,5445,0.84,,3.69,2016
1922,Kepler-1628,b,Transit,1,76.378033,,352,3724,0.52,,6.43,2016
1923,Kepler-1629,b,Transit,1,3.87595807,,390,5776,1.01,,0.77,2016
1924,Kepler-163,b,Transit,2,7.810937,,,5776,0.92,,1.05,2014
1925,Kepler-163,c,Transit,2,21.347262,,,5776,0.92,,2.26,2014
1926,Kepler-1630,b,Transit,1,509.997402,,278,4736,0.63,,2.19,2016
1927,Kepler-1631,b,Transit,1,4.09513932,,1190,5679,0.95,,1.35,2016
1928,Kepler-1632,b,Transit,1,448.303558,,584,6137,1.19,,2.47,2016
1929,Kepler-1633,b,Transit,1,186.404271,,811,6256,1.32,,1.58,2016
1930,Kepler-1634,b,Transit,1,374.876239,,654,5474,0.89,,3.19,2016
1931,Kepler-1635,b,Transit,1,469.63111,,1084,5347,0.85,,3.64,2016
1932,Kepler-1636,b,Transit,1,425.47785,,1567,5797,1.02,,3.23,2016
1933,Kepler-1637,b,Transit,1,6.10960324,,506,5789,1.02,,0.89,2016
1934,Kepler-1638,b,Transit,1,259.33683,,879,5710,0.95,,1.87,2016
1935,Kepler-1639,b,Transit,1,9.878482,,1168,6150,1.18,,2.58,2016
1936,Kepler-164,b,Transit,3,5.03503,,,5888,1.15,,1.41,2014
1937,Kepler-164,c,Transit,3,10.945723,,,5888,1.15,,2.73,2014
1938,Kepler-164,d,Transit,3,28.986769,,,5888,1.15,,2.45,2014
1939,Kepler-1640,b,Transit,1,7.5844126,,1379,6324,1.43,,4.82,2016
1940,Kepler-1641,b,Transit,2,19.672266,,961,6152,1.19,,3.11,2016
1941,Kepler-1641,c,Transit,2,32.657212,,961,6152,1.19,,2.95,2016
1942,Kepler-1642,b,Transit,2,12.2057513,,447,5355,0.84,,3.2,2016
1943,Kepler-1642,c,Transit,2,6.6513802,,447,5355,0.84,,2.66,2016
1944,Kepler-1643,b,Transit,1,5.34264507,,414,5508,0.88,,2.3,2016
1945,Kepler-1644,b,Transit,1,21.0907758,,592,5499,0.86,,1.88,2016
1946,Kepler-1645,b,Transit,1,16.1779561,,844,5812,1.02,,1.78,2016
1947,Kepler-1646,b,Transit,1,4.48558383,,81,3299,0.26,,1.23,2016
1948,Kepler-1647,b,Transit,1,1107.5923,0.0581,,6210,1.79,,11.874,2016
1949,Kepler-1649,b,Transit,1,8.68909,0,,3240,0.25,,1.08,2017
1950,Kepler-165,b,Transit,2,8.180848,,,5211,0.77,,2.32,2014
1951,Kepler-165,c,Transit,2,15.31299,,,5211,0.77,,2.23,2014
1952,Kepler-1650,b,Transit,1,1.53818001,0.01,120.5,3410,0.33,,0.96,2017
1953,Kepler-1651,b,Transit,1,9.87863917,0.13,69.4,3713,0.5,,1.84,2017
1954,Kepler-1652,b,Transit,1,38.09722,,252,3638,0.38,268,1.6,2017
1955,Kepler-1653,b,Transit,1,140.2524,,755,4807,0.69,284,,2017
1956,Kepler-1654,b,Transit,1,1047.8356,0.26,,5597,1.18,206,9.18,2018
1957,Kepler-1655,b,Transit,1,11.8728787,,230.59,6148,1.03,,2.213,2018
1958,Kepler-166,b,Transit,3,7.650254,,,5413,0.74,,2.27,2014
1959,Kepler-166,c,Transit,3,34.260281,,,5413,0.74,,2.38,2014
1960,Kepler-166,d,Transit,3,1.55400393,,,5413,0.74,,1.73,2016
1961,Kepler-167,b,Transit,4,4.3931632,0,330,4890,0.73,914,1.615,2014
1962,Kepler-167,c,Transit,4,7.406114,0,330,4890,0.73,768,1.548,2014
1963,Kepler-167,d,Transit,4,21.803855,0.12,330,4890,0.73,536,1.194,2016
1964,Kepler-167,e,Transit,4,1071.23228,0.062,330,4890,0.73,131,10.15,2016
1965,Kepler-168,b,Transit,2,4.425391,,,6282,1.11,,1.46,2014
1966,Kepler-168,c,Transit,2,13.193242,,,6282,1.11,,2.69,2014
1967,Kepler-169,b,Transit,5,3.250619,,,4997,0.76,,1.13,2014
1968,Kepler-169,c,Transit,5,6.195469,,,4997,0.76,,1.21,2014
1969,Kepler-169,d,Transit,5,8.348125,,,4997,0.76,,1.25,2014
1970,Kepler-169,e,Transit,5,13.767102,,,4997,0.76,,2.2,2014
1971,Kepler-169,f,Transit,5,87.090195,,,4997,0.76,,2.58,2014
1972,Kepler-17,b,Transit,1,1.4857108,0.011,800,5781,1.05,1570,14.68,2011
1973,Kepler-170,b,Transit,2,7.930592,,,5679,1.03,,3.2,2014
1974,Kepler-170,c,Transit,2,16.665863,,,5679,1.03,,2.86,2014
1975,Kepler-171,b,Transit,3,4.166972,,,5642,0.84,,2.34,2014
1976,Kepler-171,c,Transit,3,11.463462,,,5642,0.84,,2.56,2014
1977,Kepler-171,d,Transit,3,39.595519,,,5642,0.84,,1.89,2014
1978,Kepler-172,b,Transit,4,2.940309,,,5526,1.08,,2.35,2014
1979,Kepler-172,c,Transit,4,6.388996,,,5526,1.08,,2.86,2014
1980,Kepler-172,d,Transit,4,14.627119,,,5526,1.08,,2.25,2014
1981,Kepler-172,e,Transit,4,35.118736,,,5526,1.08,,2.76,2014
1982,Kepler-173,b,Transit,2,4.263742,,,6031,0.95,,1.29,2014
1983,Kepler-173,c,Transit,2,8.005777,,,6031,0.95,,2.43,2014
1984,Kepler-174,b,Transit,3,13.98179,,,4880,0.62,,1.96,2014
1985,Kepler-174,c,Transit,3,44.000529,,,4880,0.62,,1.49,2014
1986,Kepler-174,d,Transit,3,247.35373,,,4880,0.62,,2.19,2014
1987,Kepler-175,b,Transit,2,11.903515,,,6064,1.01,,2.56,2014
1988,Kepler-175,c,Transit,2,34.035257,,,6064,1.01,,3.1,2014
1989,Kepler-176,b,Transit,4,5.433074,,,5232,0.89,,1.43,2014
1990,Kepler-176,c,Transit,4,12.759712,,,5232,0.89,,2.6,2014
1991,Kepler-176,d,Transit,4,25.751974,,,5232,0.89,,2.51,2014
1992,Kepler-176,e,Transit,4,51.16579,,,5232,0.89,,1.45,2016
1993,Kepler-177,b,Transit,2,36.855,,,5942,1.07,,2.9,2013
1994,Kepler-177,c,Transit,2,49.412,,,5942,1.07,,7.1,2013
1995,Kepler-178,b,Transit,3,9.576694,,,5676,1.07,,2.9,2014
1996,Kepler-178,c,Transit,3,20.552802,,,5676,1.07,,2.88,2014
1997,Kepler-178,d,Transit,3,96.678988,,,5676,1.07,,3.95,2014
1998,Kepler-179,b,Transit,2,2.735926,,,5302,0.76,,1.64,2014
1999,Kepler-179,c,Transit,2,6.40013,,,5302,0.76,,2,2014
2000,Kepler-18,b,Transit,3,3.504725,0,,5345,1.11,,2,2011
2001,Kepler-18,c,Transit,3,7.64159,0,,5345,1.11,,5.49,2011
2002,Kepler-18,d,Transit,3,14.85888,0,,5345,1.11,,6.98,2011
2003,Kepler-180,b,Transit,2,13.817124,,,5731,1.06,,1.5,2014
2004,Kepler-180,c,Transit,2,41.885775,,,5731,1.06,,3.01,2014
2005,Kepler-181,b,Transit,2,3.137873,,,5333,0.75,,1.27,2014
2006,Kepler-181,c,Transit,2,4.302149,,,5333,0.75,,1.99,2014
2007,Kepler-182,b,Transit,2,9.825792,,,6250,1.15,,2.58,2014
2008,Kepler-182,c,Transit,2,20.684342,,,6250,1.15,,3.43,2014
2009,Kepler-183,b,Transit,2,5.687945,,,5888,0.96,,2.06,2014
2010,Kepler-183,c,Transit,2,11.637071,,,5888,0.96,,2.27,2014
2011,Kepler-184,b,Transit,3,10.687576,,,5788,0.87,,2.36,2014
2012,Kepler-184,c,Transit,3,20.303005,,,5788,0.87,,1.97,2014
2013,Kepler-184,d,Transit,3,29.022358,,,5788,0.87,,2.49,2014
2014,Kepler-185,b,Transit,2,1.6329,,,5208,0.81,,1.17,2014
2015,Kepler-185,c,Transit,2,20.729042,,,5208,0.81,,2.02,2014
2016,Kepler-186,b,Transit,5,3.8867907,,172,3755,0.52,,1.07,2014
2017,Kepler-186,c,Transit,5,7.267302,,172,3755,0.52,,1.25,2014
2018,Kepler-186,d,Transit,5,13.342996,,172,3755,0.52,,1.4,2014
2019,Kepler-186,e,Transit,5,22.407704,,172,3755,0.52,,1.27,2014
2020,Kepler-186,f,Transit,5,129.9441,0.04,172,3755,0.52,,1.17,2014
2021,Kepler-187,b,Transit,2,4.938864,,,6105,1.29,,1.41,2014
2022,Kepler-187,c,Transit,2,10.640263,,,6105,1.29,,2.67,2014
2023,Kepler-188,b,Transit,2,2.061897,,,6021,1.14,,1.68,2014
2024,Kepler-188,c,Transit,2,5.996553,,,6021,1.14,,3.19,2014
2025,Kepler-189,b,Transit,2,10.399931,,,5235,0.75,,1.21,2014
2026,Kepler-189,c,Transit,2,20.134866,,,5235,0.75,,2.38,2014
2027,Kepler-19,b,Transit,3,9.28716,0.12,2119,5544,0.86,,,2011
2028,Kepler-19,c,Transit Timing Variations,3,28.731,0.21,2119,5544,0.86,,,2011
2029,Kepler-19,d,Radial Velocity,3,62.95,0.05,2119,5544,0.86,,,2017
2030,Kepler-190,b,Transit,2,2.019999,,,5106,0.8,,1.56,2014
2031,Kepler-190,c,Transit,2,3.763024,,,5106,0.8,,1.46,2014
2032,Kepler-191,b,Transit,3,9.939632,,,5282,0.79,,1.34,2014
