"","key","star_name","planet_letter","discovery_method","pl_pnum","orbital_period","orbital_eccentricity","star_temp","star_radius","planet_temp","radius","discovery_year","light_years"
"2937","Kepler-625_c","Kepler-625","c","Transit",2,4.1653651,NA,5789,0.96,NA,1.05,2016,1637.30312
"2938","Kepler-626_b","Kepler-626","b","Transit",1,14.48585199,NA,5813,1.05,NA,2.29,2016,2250.4764
"2939","Kepler-627_b","Kepler-627","b","Transit",1,40.6994443,NA,6424,1.49,NA,3.73,2016,3727.96308
"2940","Kepler-628_b","Kepler-628","b","Transit",1,15.4580567,NA,5721,1.28,NA,8.4,2016,1888.44324
"2941","Kepler-629_b","Kepler-629","b","Transit",1,7.2385854,NA,5444,0.84,NA,1.38,2016,1249.17748
"2942","Kepler-63_b","Kepler-63","b","Transit",1,9.4341505,0.45,5576,0.9,NA,6.11,2013,652.312
"2943","Kepler-630_b","Kepler-630","b","Transit",1,161.4743937,NA,5829,1.04,NA,3.18,2016,2142.84492
"2944","Kepler-631_b","Kepler-631","b","Transit",1,17.97979059,NA,6185,1.33,NA,2.9,2016,2749.49508
"2945","Kepler-632_b","Kepler-632","b","Transit",1,30.99660733,NA,5322,0.84,NA,2.21,2016,1138.28444
"2946","Kepler-633_b","Kepler-633","b","Transit",1,8.50340718,NA,5899,1.15,NA,1.63,2016,2067.82904
"2947","Kepler-634_b","Kepler-634","b","Transit",1,5.16950177,NA,6075,1.24,NA,1.89,2016,2469.00092
"2948","Kepler-635_b","Kepler-635","b","Transit",1,23.44971004,NA,6174,1.51,NA,2.64,2016,2694.04856
"2949","Kepler-636_b","Kepler-636","b","Transit",1,16.08066115,NA,5203,0.8,NA,4.45,2016,1112.19196
"2950","Kepler-637_b","Kepler-637","b","Transit",1,23.20584623,NA,6096,2.56,NA,4.75,2016,5136.957
"2951","Kepler-638_b","Kepler-638","b","Transit",1,6.07972888,NA,5382,0.93,NA,1.83,2016,1389.42456
"2952","Kepler-639_b","Kepler-639","b","Transit",1,10.21420496,NA,5896,1.29,NA,2.38,2016,2217.8608
"2953","Kepler-640_b","Kepler-640","b","Transit",1,22.24813967,NA,5653,0.94,NA,2.56,2016,1754.71928
"2954","Kepler-641_b","Kepler-641","b","Transit",1,9.48961571,NA,5713,1.13,NA,1.85,2016,2195.02988
"2955","Kepler-642_b","Kepler-642","b","Transit",1,4.41745855,NA,6570,1.66,NA,2.9,2016,3333.31432
"2956","Kepler-643_b","Kepler-643","b","Transit",1,16.33889626,NA,4908,2.52,NA,10.16,2016,3356.14524
"2957","Kepler-644_b","Kepler-644","b","Transit",1,3.1739171,NA,6747,1.81,NA,3.15,2016,4608.58428
"2958","Kepler-645_b","Kepler-645","b","Transit",1,3.27582262,NA,6170,1.21,NA,2.1,2016,2938.66556
"2959","Kepler-646_b","Kepler-646","b","Transit",1,15.87364565,NA,5634,0.91,NA,1.99,2016,1673.18028
"2960","Kepler-647_b","Kepler-647","b","Transit",1,16.2254649,NA,6020,1.07,NA,1.17,2016,2573.37084
"2961","Kepler-648_b","Kepler-648","b","Transit",1,17.4211749,NA,5741,0.98,NA,3.22,2016,2168.9374
"2962","Kepler-649_b","Kepler-649","b","Transit",1,29.90722674,NA,5871,0.94,NA,2.26,2016,1712.319
"2963","Kepler-65_b","Kepler-65","b","Transit",3,2.15491,NA,6211,1.41,NA,1.42,2012,NA
"2964","Kepler-65_c","Kepler-65","c","Transit",3,5.859944,NA,6211,1.41,NA,2.58,2012,NA
"2965","Kepler-65_d","Kepler-65","d","Transit",3,8.13123,NA,6211,1.41,NA,1.52,2012,NA
"2966","Kepler-650_b","Kepler-650","b","Transit",1,3.03214559,NA,5849,1.35,NA,2.96,2016,2625.5558
"2967","Kepler-651_b","Kepler-651","b","Transit",1,21.38521506,NA,5522,0.87,NA,2.37,2016,1751.45772
"2968","Kepler-652_b","Kepler-652","b","Transit",1,4.18200253,NA,5490,0.88,NA,2.49,2016,1379.63988
"2969","Kepler-653_b","Kepler-653","b","Transit",2,14.70748976,NA,5665,1.19,NA,1.95,2016,1934.10508
"2970","Kepler-653_c","Kepler-653","c","Transit",2,0.90037648,NA,5665,1.19,NA,0.78,2016,1934.10508
"2971","Kepler-654_b","Kepler-654","b","Transit",1,13.72465129,NA,5865,1.11,NA,2.07,2016,2155.89116
"2972","Kepler-655_b","Kepler-655","b","Transit",1,46.4063358,NA,6170,1.24,NA,2.71,2016,2553.80148
"2973","Kepler-656_b","Kepler-656","b","Transit",1,1.26025909,NA,5281,0.82,NA,3.12,2016,2827.77252
"2974","Kepler-657_b","Kepler-657","b","Transit",1,24.54350418,NA,5808,1.01,NA,3.52,2016,4057.38064
"2975","Kepler-658_b","Kepler-658","b","Transit",1,1.28707676,NA,4103,0.6,NA,1.63,2016,1112.19196
"2976","Kepler-659_b","Kepler-659","b","Transit",1,17.671796,NA,4870,0.74,NA,2.5,2016,2243.95328
"2977","Kepler-66_b","Kepler-66","b","Transit",1,17.815815,NA,5962,0.97,NA,2.8,2013,3610.54692
"2978","Kepler-660_b","Kepler-660","b","Transit",1,9.27358194,NA,4779,0.71,NA,2.57,2016,1839.51984
"2979","Kepler-661_b","Kepler-661","b","Transit",1,6.02930132,NA,4483,0.67,NA,3.07,2016,1819.95048
"2980","Kepler-662_b","Kepler-662","b","Transit",1,21.67697486,NA,4897,0.74,NA,2.18,2016,2090.65996
"2981","Kepler-663_b","Kepler-663","b","Transit",1,4.99678284,NA,5264,0.82,NA,2.6,2016,3359.4068
"2982","Kepler-664_b","Kepler-664","b","Transit",1,2.52559332,NA,5754,1.02,NA,2.66,2016,4520.52216
"2983","Kepler-665_b","Kepler-665","b","Transit",1,16.01310205,NA,4913,0.74,NA,2.6,2016,2123.27556
"2984","Kepler-666_b","Kepler-666","b","Transit",1,4.49876092,NA,5887,1.05,NA,2.4,2016,4337.8748
"2985","Kepler-667_b","Kepler-667","b","Transit",1,41.43962808,NA,5327,0.87,NA,4.73,2016,2958.23492
"2986","Kepler-668_b","Kepler-668","b","Transit",1,8.35390639,NA,5352,0.82,NA,2.7,2016,2860.38812
"2987","Kepler-669_b","Kepler-669","b","Transit",1,4.12554687,NA,6038,1.2,NA,4.83,2016,5799.05368
"2988","Kepler-67_b","Kepler-67","b","Transit",1,15.7259,NA,5331,0.78,NA,2.94,2013,3610.54692
"2989","Kepler-670_b","Kepler-670","b","Transit",1,2.81650485,NA,5709,0.99,NA,13.18,2016,3196.3288
"2990","Kepler-671_b","Kepler-671","b","Transit",1,4.28095859,NA,5624,0.95,NA,2.69,2016,3714.91684
"2991","Kepler-672_b","Kepler-672","b","Transit",1,38.3774623,NA,5627,0.92,NA,2.5,2016,3297.43716
"2992","Kepler-673_b","Kepler-673","b","Transit",1,3.72873109,NA,5355,0.84,NA,6.54,2016,3189.80568
"2993","Kepler-674_b","Kepler-674","b","Transit",1,2.24338185,NA,4192,0.57,NA,1.69,2016,984.99112
"2994","Kepler-675_b","Kepler-675","b","Transit",1,2.33743801,NA,4945,0.75,NA,2.44,2016,2123.27556
"2995","Kepler-676_b","Kepler-676","b","Transit",1,11.59822172,NA,3701,0.49,NA,3.04,2016,792.55908
"2996","Kepler-677_b","Kepler-677","b","Transit",1,6.57531678,NA,5723,0.99,NA,5.38,2016,3848.6408
"2997","Kepler-678_b","Kepler-678","b","Transit",1,7.27503724,NA,5520,0.91,NA,5.14,2016,2853.865
"2998","Kepler-679_b","Kepler-679","b","Transit",1,12.39358604,NA,5403,0.84,NA,3.01,2016,3157.19008
"2999","Kepler-68_b","Kepler-68","b","Transit",3,5.39875,NA,5793,1.24,NA,2.33,2013,440.3106
"3000","Kepler-68_c","Kepler-68","c","Transit",3,9.60504,NA,5793,1.24,NA,1,2013,440.3106
"3001","Kepler-68_d","Kepler-68","d","Radial Velocity",3,625,NA,5793,1.24,NA,NA,2013,440.3106
"3002","Kepler-680_b","Kepler-680","b","Transit",1,3.68992629,NA,5890,1.11,NA,2.42,2016,4377.01352
"3003","Kepler-681_b","Kepler-681","b","Transit",1,26.39435646,NA,5021,0.76,NA,3.08,2016,2172.19896
"3004","Kepler-682_b","Kepler-682","b","Transit",1,12.61190667,NA,5559,0.89,NA,7.37,2016,3101.74356
"3005","Kepler-683_b","Kepler-683","b","Transit",1,2.53918318,NA,5703,0.95,NA,1.97,2016,3183.28256
"3006","Kepler-684_b","Kepler-684","b","Transit",1,6.77030201,NA,5493,0.86,NA,3.36,2016,3476.82296
"3007","Kepler-685_b","Kepler-685","b","Transit",1,1.6255222,NA,5963,1.16,NA,10.58,2016,3734.4862
"3008","Kepler-686_b","Kepler-686","b","Transit",1,1.59474546,NA,5649,0.92,NA,12.15,2016,3923.65668
"3009","Kepler-687_b","Kepler-687","b","Transit",1,20.50586978,NA,4841,0.73,NA,3.52,2016,2048.25968
"3010","Kepler-688_b","Kepler-688","b","Transit",1,3.89593684,NA,5715,0.96,NA,9.76,2016,4067.16532
"3011","Kepler-689_b","Kepler-689","b","Transit",1,22.36656079,NA,5518,0.88,NA,2.89,2016,3405.06864
"3012","Kepler-69_b","Kepler-69","b","Transit",2,13.722341,0.16,5638,0.93,779,2.24,2013,NA
"3013","Kepler-69_c","Kepler-69","c","Transit",2,242.4613,0.14,5638,0.93,299,1.71,2013,NA
"3014","Kepler-690_b","Kepler-690","b","Transit",1,7.74809437,NA,5913,1.16,NA,5.95,2016,5391.35868
"3015","Kepler-691_b","Kepler-691","b","Transit",1,8.114379,NA,3715,0.5,NA,2.09,2016,779.51284
"3016","Kepler-692_b","Kepler-692","b","Transit",1,21.81293494,NA,5440,0.86,NA,3.11,2016,3261.56
"3017","Kepler-693_b","Kepler-693","b","Transit",1,15.37563332,NA,4881,0.72,NA,10.18,2016,3268.08312
"3018","Kepler-694_b","Kepler-694","b","Transit",1,6.36584161,NA,5700,0.95,NA,2.8,2016,3336.57588
"3019","Kepler-695_b","Kepler-695","b","Transit",1,3.04033042,NA,5181,0.8,NA,9.21,2016,2022.1672
"3020","Kepler-696_b","Kepler-696","b","Transit",1,4.19042557,NA,5903,1.08,NA,6.14,2016,4191.1046
"3021","Kepler-697_b","Kepler-697","b","Transit",1,3.70987065,NA,5513,0.88,NA,4.13,2016,3558.36196
"3022","Kepler-698_b","Kepler-698","b","Transit",1,16.32976218,NA,5612,0.91,NA,3.68,2016,3701.8706
"3023","Kepler-699_b","Kepler-699","b","Transit",1,27.80756293,NA,5330,0.78,NA,14.11,2016,2896.26528
"3024","Kepler-7_b","Kepler-7","b","Transit",1,4.8854892,NA,5933,1.97,1630,18.181,2009,NA
"3025","Kepler-700_b","Kepler-700","b","Transit",1,80.8720639,NA,5692,0.96,NA,5.99,2016,3460.51516
"3026","Kepler-701_b","Kepler-701","b","Transit",1,10.35533177,NA,5343,0.84,NA,2.84,2016,2462.4778
"3027","Kepler-702_b","Kepler-702","b","Transit",1,10.52629406,NA,5419,0.86,NA,9.17,2016,2909.31152
"3028","Kepler-703_b","Kepler-703","b","Transit",1,4.58352176,NA,6185,1.27,NA,8.2,2016,4833.63192
"3029","Kepler-704_b","Kepler-704","b","Transit",1,3.76182115,NA,5616,0.96,NA,2.61,2016,3437.68424
"3030","Kepler-705_b","Kepler-705","b","Transit",1,56.0560538,NA,3722,0.51,NA,2.11,2016,818.65156
"3031","Kepler-706_b","Kepler-706","b","Transit",1,41.40831347,NA,5394,0.84,NA,13.17,2016,2641.8636
"3032","Kepler-707_b","Kepler-707","b","Transit",1,2.23749275,NA,5099,0.76,NA,1.33,2016,2041.73656
"3033","Kepler-708_b","Kepler-708","b","Transit",1,3.16789194,NA,5692,0.96,NA,2.93,2016,4047.59596
"3034","Kepler-709_b","Kepler-709","b","Transit",1,16.08524954,NA,5071,0.77,NA,2.92,2016,2178.72208
"3035","Kepler-710_b","Kepler-710","b","Transit",1,4.34728553,NA,5611,0.91,NA,1.88,2016,2997.37364
"3036","Kepler-711_b","Kepler-711","b","Transit",1,23.58914398,NA,5222,0.8,NA,3.41,2016,2165.67584
"3037","Kepler-712_b","Kepler-712","b","Transit",2,21.02247699,NA,5148,0.78,NA,3.41,2016,3078.91264
"3038","Kepler-712_c","Kepler-712","c","Transit",2,226.89047,NA,5148,0.78,NA,4.85,2016,3078.91264
"3039","Kepler-713_b","Kepler-713","b","Transit",1,7.411141,NA,5785,0.99,NA,2.48,2016,3271.34468
"3040","Kepler-714_b","Kepler-714","b","Transit",1,8.09888799,NA,5995,1.12,NA,9.67,2016,4761.8776
"3041","Kepler-715_b","Kepler-715","b","Transit",1,10.00652995,NA,5871,1.04,NA,3.75,2016,3959.53384
"3042","Kepler-716_b","Kepler-716","b","Transit",1,10.37168453,NA,5099,0.78,NA,2.9,2016,2201.553
"3043","Kepler-717_b","Kepler-717","b","Transit",1,4.40840023,NA,5485,0.85,NA,2.42,2016,3672.51656
"3044","Kepler-718_b","Kepler-718","b","Transit",1,2.0523499,NA,6191,1.3,NA,16.56,2016,4957.5712
"3045","Kepler-719_b","Kepler-719","b","Transit",1,5.00731778,NA,5777,0.98,NA,8.52,2016,4654.24612
"3046","Kepler-720_b","Kepler-720","b","Transit",1,4.70832654,NA,5618,0.92,NA,8.41,2016,2870.1728
"3047","Kepler-721_b","Kepler-721","b","Transit",1,5.39202539,NA,5075,0.78,NA,2.64,2016,2765.80288
"3048","Kepler-722_b","Kepler-722","b","Transit",2,4.09357325,NA,5863,1.05,NA,2.63,2016,4484.645
"3049","Kepler-722_c","Kepler-722","c","Transit",2,105.144749,NA,5863,1.05,NA,2.82,2016,4484.645
"3050","Kepler-723_b","Kepler-723","b","Transit",1,4.08227507,NA,5539,0.89,NA,12.19,2016,3147.4054
"3051","Kepler-724_b","Kepler-724","b","Transit",1,3.31494634,NA,5437,0.86,NA,3.29,2016,2811.46472
"3052","Kepler-725_b","Kepler-725","b","Transit",1,39.64317811,NA,5363,0.84,NA,10.63,2016,2537.49368
"3053","Kepler-726_b","Kepler-726","b","Transit",1,21.80451088,NA,5452,0.85,NA,3.26,2016,2733.18728
"3054","Kepler-727_b","Kepler-727","b","Transit",1,5.15448442,NA,5441,0.86,NA,2.53,2016,2909.31152
"3055","Kepler-728_b","Kepler-728","b","Transit",1,5.74347727,NA,5660,0.93,NA,3.34,2016,4031.28816
"3056","Kepler-729_b","Kepler-729","b","Transit",1,3.16635371,NA,5633,0.91,NA,3.58,2016,4145.44276
"3057","Kepler-730_b","Kepler-730","b","Transit",1,6.49168426,NA,5726,1.01,NA,9.21,2016,4745.5698
"3058","Kepler-731_b","Kepler-731","b","Transit",1,3.85560355,NA,5849,1.06,NA,13.88,2016,4275.90516
"3059","Kepler-732_b","Kepler-732","b","Transit",2,9.46781405,NA,3631,0.46,NA,2.18,2016,489.234
"3060","Kepler-732_c","Kepler-732","c","Transit",2,0.89304124,NA,3631,0.46,NA,1.27,2016,489.234
"3061","Kepler-733_b","Kepler-733","b","Transit",1,20.83424726,NA,5418,0.86,NA,2.82,2016,3196.3288
"3062","Kepler-734_b","Kepler-734","b","Transit",1,6.10485286,NA,5326,0.78,NA,3.56,2016,1803.64268
"3063","Kepler-735_b","Kepler-735","b","Transit",1,11.51516988,NA,5107,0.8,NA,2.95,2016,2576.6324
"3064","Kepler-736_b","Kepler-736","b","Transit",1,3.60147201,NA,5217,0.81,NA,2.93,2016,3284.39092
"3065","Kepler-737_b","Kepler-737","b","Transit",1,28.59915399,NA,3813,0.48,NA,1.96,2016,636.0042
"3066","Kepler-738_b","Kepler-738","b","Transit",1,24.58721573,NA,5327,0.82,NA,2.5,2016,3235.46752
"3067","Kepler-739_b","Kepler-739","b","Transit",1,12.53248465,NA,5601,0.9,NA,3.32,2016,3679.03968
"3068","Kepler-74_b","Kepler-74","b","Transit",1,7.340711,0,6000,1.12,1078,10.76,2013,4337.8748
"3069","Kepler-740_b","Kepler-740","b","Transit",1,3.58410122,NA,5438,0.87,NA,4.57,2016,4116.08872
"3070","Kepler-741_b","Kepler-741","b","Transit",1,7.03902374,NA,6129,1.24,NA,2.97,2016,4990.1868
"3071","Kepler-742_b","Kepler-742","b","Transit",1,8.36086824,NA,4642,0.71,NA,3.24,2016,1627.51844
"3072","Kepler-743_b","Kepler-743","b","Transit",1,3.17926292,NA,5486,0.85,NA,1.21,2016,841.48248
"3073","Kepler-744_b","Kepler-744","b","Transit",1,12.06222443,NA,5594,0.93,NA,1.62,2016,1585.11816
"3074","Kepler-745_b","Kepler-745","b","Transit",1,9.93143556,NA,5849,1.04,NA,2.16,2016,3910.61044
"3075","Kepler-746_b","Kepler-746","b","Transit",1,3.48159251,NA,5418,0.93,NA,1.11,2016,1467.702
"3076","Kepler-747_b","Kepler-747","b","Transit",1,35.61760587,NA,5096,0.78,NA,5.27,2016,2788.6338
"3077","Kepler-748_b","Kepler-748","b","Transit",1,7.40742793,NA,5934,1.1,NA,2.52,2016,4145.44276
"3078","Kepler-749_b","Kepler-749","b","Transit",1,17.31716585,NA,5009,0.75,NA,3.1,2016,2455.95468
"3079","Kepler-75_b","Kepler-75","b","Transit",1,8.8849116,0.57,5200,0.89,767,11.77,2013,3718.1784
"3080","Kepler-750_b","Kepler-750","b","Transit",2,9.42887179,NA,6160,1.23,NA,3.07,2016,3851.90236
"3081","Kepler-750_c","Kepler-750","c","Transit",2,4.08899022,NA,6160,1.23,NA,1.62,2016,3851.90236
"3082","Kepler-751_b","Kepler-751","b","Transit",1,17.44490636,NA,5387,0.84,NA,2.46,2016,2439.64688
"3083","Kepler-752_b","Kepler-752","b","Transit",1,18.82747265,NA,5373,0.83,NA,2.81,2016,3506.177
"3084","Kepler-753_b","Kepler-753","b","Transit",1,5.74772501,NA,4346,0.65,NA,1.91,2016,906.71368
"3085","Kepler-754_b","Kepler-754","b","Transit",1,14.5596237,NA,5935,1.08,NA,2.01,2016,3887.77952
"3086","Kepler-755_b","Kepler-755","b","Transit",2,1.26909037,NA,5043,0.77,NA,1.76,2016,1200.25408
"3087","Kepler-755_c","Kepler-755","c","Transit",2,2.85313364,NA,5043,0.77,NA,1.26,2016,1200.25408
"3088","Kepler-756_b","Kepler-756","b","Transit",1,1.22486632,NA,5282,0.79,NA,1.12,2016,2778.84912
"3089","Kepler-757_b","Kepler-757","b","Transit",1,1.02267882,NA,6014,1.13,NA,1.36,2016,3313.74496
"3090","Kepler-758_b","Kepler-758","b","Transit",4,12.1097104,NA,6228,1.42,NA,2.48,2016,4412.89068
"3091","Kepler-758_c","Kepler-758","c","Transit",4,4.75793986,NA,6228,1.42,NA,1.69,2016,4412.89068
"3092","Kepler-758_d","Kepler-758","d","Transit",4,20.4966197,NA,6228,1.42,NA,2.12,2016,4412.89068
"3093","Kepler-758_e","Kepler-758","e","Transit",4,8.1934719,NA,6228,1.42,NA,1.53,2016,4412.89068
"3094","Kepler-759_b","Kepler-759","b","Transit",1,41.805985,NA,5860,1.04,NA,2.27,2016,2909.31152
"3095","Kepler-76_b","Kepler-76","b","Orbital Brightness Modulation",1,1.5449298,NA,6409,1.32,2140,15.244,2013,NA
"3096","Kepler-760_b","Kepler-760","b","Transit",2,8.70419416,NA,5322,0.85,NA,3.06,2016,2550.53992
"3097","Kepler-760_c","Kepler-760","c","Transit",2,2.46697439,NA,5322,0.85,NA,1.48,2016,2550.53992
"3098","Kepler-761_b","Kepler-761","b","Transit",1,10.12804789,NA,5706,0.93,NA,2.03,2016,2827.77252
"3099","Kepler-762_b","Kepler-762","b","Transit",1,3.7705521,NA,5944,1.08,NA,12.68,2016,4778.1854
"3100","Kepler-763_b","Kepler-763","b","Transit",1,1.19655156,NA,5166,0.8,NA,1.22,2016,2941.92712
"3101","Kepler-764_b","Kepler-764","b","Transit",1,7.33683936,NA,5557,0.89,NA,1.64,2016,3303.96028
"3102","Kepler-765_b","Kepler-765","b","Transit",1,27.6655226,NA,5901,1.06,NA,2.43,2016,3261.56
"3103","Kepler-766_b","Kepler-766","b","Transit",1,6.10027804,NA,5992,1.15,NA,3.39,2016,5264.15784
"3104","Kepler-767_b","Kepler-767","b","Transit",1,161.5280101,NA,5694,0.94,NA,6.64,2016,3864.9486
"3105","Kepler-768_b","Kepler-768","b","Transit",1,11.3910025,NA,5108,0.78,NA,1.79,2016,2592.9402
"3106","Kepler-769_b","Kepler-769","b","Transit",2,7.42608998,NA,6186,1.28,NA,2.92,2016,4442.24472
"3107","Kepler-769_c","Kepler-769","c","Transit",2,15.9870174,NA,6186,1.28,NA,1.79,2016,4442.24472
"3108","Kepler-77_b","Kepler-77","b","Transit",1,3.57878087,0,5520,0.99,1440,10.761,2013,1859.0892
"3109","Kepler-770_b","Kepler-770","b","Transit",3,18.92540274,NA,5598,0.92,NA,2.3,2016,2482.04716
"3110","Kepler-770_c","Kepler-770","c","Transit",3,1.47532231,NA,5598,0.92,NA,1.2,2016,2482.04716
"3111","Kepler-770_d","Kepler-770","d","Transit",3,4.15244722,NA,5598,0.92,NA,1.4,2016,2482.04716
"3112","Kepler-771_b","Kepler-771","b","Transit",1,8.73485836,NA,5906,1.05,NA,1.82,2016,3261.56
"3113","Kepler-772_b","Kepler-772","b","Transit",1,12.99207337,NA,5714,1.11,NA,1.82,2016,2247.21484
"3114","Kepler-773_b","Kepler-773","b","Transit",1,3.74910006,NA,5850,1.01,NA,1.43,2016,1722.10368
"3115","Kepler-774_b","Kepler-774","b","Transit",1,11.0895723,NA,6403,2.42,NA,3.17,2016,3881.2564
"3116","Kepler-775_b","Kepler-775","b","Transit",1,0.97486893,NA,5468,0.84,NA,1.19,2016,1304.624
"3117","Kepler-776_b","Kepler-776","b","Transit",1,4.89718784,NA,5071,0.78,NA,1.28,2016,2371.15412
"3118","Kepler-777_b","Kepler-777","b","Transit",1,5.72812599,NA,4043,0.56,NA,1.47,2016,1249.17748
"3119","Kepler-778_b","Kepler-778","b","Transit",1,3.75574426,NA,5102,0.77,NA,1.68,2016,2932.14244
"3120","Kepler-779_b","Kepler-779","b","Transit",1,7.09714223,NA,3804,0.44,NA,0.92,2016,730.58944
"3121","Kepler-78_b","Kepler-78","b","Transit",1,0.355,0,5058,0.74,2250,1.173,2013,NA
"3122","Kepler-780_b","Kepler-780","b","Transit",1,0.67737516,NA,5769,1.02,NA,0.89,2016,1696.0112
"3123","Kepler-781_b","Kepler-781","b","Transit",1,13.2140732,NA,5162,0.78,NA,2.89,2016,3378.97616
"3124","Kepler-782_b","Kepler-782","b","Transit",1,158.6853308,NA,5867,1.01,NA,3.21,2016,1343.76272
"3125","Kepler-783_b","Kepler-783","b","Transit",1,4.29264638,NA,5521,0.89,NA,0.78,2016,1774.28864
"3126","Kepler-784_b","Kepler-784","b","Transit",1,31.5922646,NA,5674,1.32,NA,1.58,2016,1969.98224
"3127","Kepler-785_b","Kepler-785","b","Transit",1,1.97376093,NA,4739,0.71,NA,13.02,2016,2172.19896
"3128","Kepler-786_b","Kepler-786","b","Transit",1,53.5293487,NA,4838,0.74,NA,2.43,2016,1669.91872
"3129","Kepler-787_b","Kepler-787","b","Transit",1,0.9283105,NA,4248,0.62,NA,1.28,2016,1526.41008
"3130","Kepler-788_b","Kepler-788","b","Transit",1,8.39846269,NA,6159,1.23,NA,2.55,2016,5378.31244
"3131","Kepler-789_b","Kepler-789","b","Transit",1,8.63847725,NA,5870,1.02,NA,2.12,2016,2984.3274
"3132","Kepler-79_b","Kepler-79","b","Transit",4,13.4845,0.015,6174,1.3,NA,3.47,2012,NA
"3133","Kepler-79_c","Kepler-79","c","Transit",4,27.4029,0.03,6174,1.3,NA,3.72,2012,NA
"3134","Kepler-79_d","Kepler-79","d","Transit",4,52.0902,0.025,6174,1.3,NA,7.16,2014,NA
"3135","Kepler-79_e","Kepler-79","e","Transit",4,81.0659,0.012,6174,1.3,NA,3.49,2014,NA
"3136","Kepler-790_b","Kepler-790","b","Transit",1,13.73469807,NA,5208,0.8,NA,2.18,2016,2371.15412
"3137","Kepler-791_b","Kepler-791","b","Transit",1,14.5539759,NA,6383,1.47,NA,3.05,2016,4719.47732
"3138","Kepler-792_b","Kepler-792","b","Transit",1,11.30119217,NA,5971,1.12,NA,1.96,2016,3930.1798
"3139","Kepler-793_b","Kepler-793","b","Transit",1,4.24153639,NA,5745,0.97,NA,1.37,2016,2589.67864
"3140","Kepler-794_b","Kepler-794","b","Transit",1,11.13125132,NA,5839,1.38,NA,2.11,2016,2488.57028
"3141","Kepler-795_b","Kepler-795","b","Transit",1,29.6193421,NA,5631,0.96,NA,1.68,2016,1493.79448
"3142","Kepler-796_b","Kepler-796","b","Transit",1,6.40087618,NA,5475,1.09,NA,1.3,2016,1229.60812
"3143","Kepler-797_b","Kepler-797","b","Transit",1,27.07237711,NA,5680,0.95,NA,2.17,2016,2452.69312
"3144","Kepler-798_b","Kepler-798","b","Transit",1,13.71933369,NA,6224,1.29,NA,2.39,2016,3538.7926
"3145","Kepler-799_b","Kepler-799","b","Transit",1,133.4605235,NA,5681,0.93,NA,6.88,2016,3356.14524
"3146","Kepler-8_b","Kepler-8","b","Transit",1,3.5224991,NA,6213,1.49,1680,15.872,2010,4337.8748
"3147","Kepler-80_b","Kepler-80","b","Transit",6,7.05246,NA,4540,0.68,NA,2.67,2012,1164.37692
"3148","Kepler-80_c","Kepler-80","c","Transit",6,9.52355,NA,4540,0.68,NA,2.74,2012,1164.37692
"3149","Kepler-80_d","Kepler-80","d","Transit",6,3.07222,NA,4540,0.68,NA,1.53,2014,1164.37692
"3150","Kepler-80_e","Kepler-80","e","Transit",6,4.64489,NA,4540,0.68,NA,1.6,2014,1164.37692
"3151","Kepler-80_f","Kepler-80","f","Transit",6,0.9867873,NA,4540,0.68,NA,1.21,2016,1164.37692
"3152","Kepler-80_g","Kepler-80","g","Transit",6,14.64558,NA,4540,0.68,418,1.13,2017,1164.37692
"3153","Kepler-800_b","Kepler-800","b","Transit",1,14.13176026,NA,5315,0.82,NA,2.85,2016,3421.37644
"3154","Kepler-801_b","Kepler-801","b","Transit",1,11.41928253,NA,4435,0.63,NA,2,2016,1366.59364
"3155","Kepler-802_b","Kepler-802","b","Transit",1,40.0587473,NA,5507,0.9,NA,3.54,2016,2700.57168
"3156","Kepler-803_b","Kepler-803","b","Transit",1,50.28638192,NA,5919,1.12,NA,3.79,2016,2005.8594
"3157","Kepler-804_b","Kepler-804","b","Transit",2,14.37457351,NA,5817,1.05,NA,1.94,2016,2113.49088
"3158","Kepler-804_c","Kepler-804","c","Transit",2,9.65185017,NA,5817,1.05,NA,1.14,2016,2113.49088
"3159","Kepler-805_b","Kepler-805","b","Transit",1,30.8638931,NA,6112,1.65,NA,2.89,2016,2142.84492
"3160","Kepler-806_b","Kepler-806","b","Transit",1,8.09219642,NA,5770,1.16,NA,1.14,2016,848.0056
"3161","Kepler-807_b","Kepler-807","b","Transit",1,117.9310878,NA,5965,1.06,NA,10.42,2016,4279.16672
"3162","Kepler-808_b","Kepler-808","b","Transit",1,0.63133235,NA,4653,0.71,NA,1.46,2016,1046.96076
"3163","Kepler-809_b","Kepler-809","b","Transit",1,55.63934,NA,5734,0.98,NA,3.01,2016,3043.03548
"3164","Kepler-81_b","Kepler-81","b","Transit",3,5.955,NA,4500,0.59,NA,2.42,2012,NA
"3165","Kepler-81_c","Kepler-81","c","Transit",3,12.04,NA,4500,0.59,NA,2.37,2012,NA
"3166","Kepler-81_d","Kepler-81","d","Transit",3,20.837846,NA,4500,0.59,NA,1.21,2014,NA
"3167","Kepler-810_b","Kepler-810","b","Transit",1,4.59725385,NA,5803,1.04,NA,1.93,2016,5068.46424
"3168","Kepler-811_b","Kepler-811","b","Transit",1,23.58447697,NA,5747,1.24,NA,2.7,2016,2762.54132
"3169","Kepler-812_b","Kepler-812","b","Transit",1,10.11716531,NA,6761,1.71,NA,3.55,2016,4833.63192
