"","key","star_name","planet_letter","discovery_method","pl_pnum","orbital_period","orbital_eccentricity","star_temp","star_radius","planet_temp","radius","discovery_year","light_years"
"535","HD 219828_b","HD 219828","b","Radial Velocity",2,3.834887,0.059,5891,1.69,NA,NA,2007,254.075524
"536","HD 219828_c","HD 219828","c","Radial Velocity",2,4791,0.8115,5891,1.69,NA,NA,2016,254.075524
"537","HD 220074_b","HD 220074","b","Radial Velocity",1,672.1,0.14,3935,49.7,NA,NA,2012,942.6560712
"538","HD 220689_b","HD 220689","b","Radial Velocity",1,2209,0.16,5921,1.07,NA,NA,2012,147.5203588
"539","HD 220773_b","HD 220773","b","Radial Velocity",1,3724.7,0.51,5940,NA,NA,NA,2011,159.81644
"540","HD 220842_b","HD 220842","b","Radial Velocity",1,218.47,0.404,5960,NA,NA,NA,2016,203.8475
"541","HD 221287_b","HD 221287","b","Radial Velocity",1,456.1,0.08,6304,NA,NA,NA,2007,172.4712928
"542","HD 221585_b","HD 221585","b","Radial Velocity",1,1173,0.123,5620,NA,NA,NA,2016,174.7870004
"543","HD 222076_b","HD 222076","b","Radial Velocity",1,871,0.08,4806,4.1,NA,NA,2016,272.34026
"544","HD 222155_b","HD 222155","b","Radial Velocity",1,3999,0.16,5765,1.67,NA,NA,2011,164.545702
"545","HD 222582_b","HD 222582","b","Radial Velocity",1,572.38,0.725,5727,NA,NA,NA,1999,136.822442
"546","HD 224538_b","HD 224538","b","Radial Velocity",1,1189.1,0.464,6097,1.54,NA,NA,2016,253.6189056
"547","HD 224693_b","HD 224693","b","Radial Velocity",1,26.73,0.05,6037,1.7,NA,NA,2006,306.8149492
"548","HD 22781_b","HD 22781","b","Radial Velocity",1,528.07,0.8191,5027,NA,NA,NA,2011,103.6849924
"549","HD 23079_b","HD 23079","b","Radial Velocity",1,730.6,0.102,5927,NA,NA,NA,2001,112.849976
"550","HD 23127_b","HD 23127","b","Radial Velocity",1,1214,0.44,NA,NA,NA,NA,2006,290.7028428
"551","HD 231701_b","HD 231701","b","Radial Velocity",1,141.6,0.1,6208,1.35,NA,NA,2007,353.7487976
"552","HD 233604_b","HD 233604","b","Radial Velocity",1,192,0.05,4791,10.9,NA,NA,2013,NA
"553","HD 23596_b","HD 23596","b","Radial Velocity",1,1561,0.266,5904,NA,NA,NA,2003,169.60112
"554","HD 238914_b","HD 238914","b","Radial Velocity",1,4100,0.56,4769,12.73,NA,NA,2018,982.381872
"555","HD 240210_b","HD 240210","b","Radial Velocity",1,501.75,0.15,4297,NA,NA,NA,2009,465.9464616
"556","HD 240237_b","HD 240237","b","Radial Velocity",1,745.7,0.4,4361,32,NA,NA,2011,1003.5493964
"557","HD 24040_b","HD 24040","b","Radial Velocity",1,3668,0.04,5853,NA,NA,NA,2006,151.6951556
"558","HD 24064_b","HD 24064","b","Radial Velocity",1,535.6,0.35,4052.5,38,NA,NA,2015,862.356464
"559","HD 25171_b","HD 25171","b","Radial Velocity",1,1845,0.08,6160,1.18,NA,NA,2010,182.810438
"560","HD 2638_b","HD 2638","b","Radial Velocity",1,3.4442,0,5192,NA,NA,NA,2005,175.1783876
"561","HD 27442_b","HD 27442","b","Radial Velocity",1,428.1,0.06,4846,NA,NA,NA,2000,59.4908544
"562","HD 27631_b","HD 27631","b","Radial Velocity",1,2208,0.12,5737,1,NA,NA,2012,145.2698824
"563","HD 27894_b","HD 27894","b","Radial Velocity",3,18.02,0.047,NA,NA,NA,NA,2005,138.1922972
"564","HD 27894_c","HD 27894","c","Radial Velocity",3,36.07,0.015,NA,NA,NA,NA,2017,138.1922972
"565","HD 27894_d","HD 27894","d","Radial Velocity",3,5174,0.389,NA,NA,NA,NA,2017,138.1922972
"566","HD 28185_b","HD 28185","b","Radial Velocity",1,385.9,0.092,5546,NA,NA,NA,2001,129.157776
"567","HD 28254_b","HD 28254","b","Radial Velocity",1,1116,0.81,5664,1.48,NA,NA,2010,178.407332
"568","HD 285507_b","HD 285507","b","Radial Velocity",1,6.0881,0.086,4503,0.66,NA,NA,2013,138.3879908
"569","HD 285968_b","HD 285968","b","Radial Velocity",1,8.7836,0,3679,0.45,450,NA,2008,30.7238952
"570","HD 28678_b","HD 28678","b","Radial Velocity",1,387.1,0.168,5076,6.2,NA,NA,2011,550.9427152
"571","HD 29021_b","HD 29021","b","Radial Velocity",1,1362.3,0.459,5560,0.85,NA,NA,2017,99.803736
"572","HD 290327_b","HD 290327","b","Radial Velocity",1,2443,0.08,5552,1,NA,NA,2009,184.930452
"573","HD 2952_b","HD 2952","b","Radial Velocity",1,311.6,0.129,4844,12.02,NA,NA,2013,375.7643276
"574","HD 30177_b","HD 30177","b","Radial Velocity",2,2524.4,0.184,5580,NA,NA,NA,2002,178.4399476
"575","HD 30177_c","HD 30177","c","Radial Velocity",2,11613,0.22,5580,NA,NA,NA,2016,178.4399476
"576","HD 30562_b","HD 30562","b","Radial Velocity",1,1159.2,0.778,5994,1.53,NA,NA,2009,86.43134
"577","HD 30669_b","HD 30669","b","Radial Velocity",1,1684,0.18,5400,0.91,NA,NA,2014,186.235076
"578","HD 30856_b","HD 30856","b","Radial Velocity",1,912,0.117,4982,4.2,NA,NA,2011,394.8770692
"579","HD 31253_b","HD 31253","b","Radial Velocity",1,466,0.3,5960,1.71,NA,NA,2010,175.5371592
"580","HD 3167_b","HD 3167","b","Transit",3,0.959641,0,5261,0.86,NA,1.7,2016,149.379448
"581","HD 3167_c","HD 3167","c","Transit",3,29.8454,0.267,5261,0.86,NA,3.01,2016,149.379448
"582","HD 3167_d","HD 3167","d","Radial Velocity",3,8.509,0.36,5261,0.86,NA,NA,2017,149.379448
"583","HD 32518_b","HD 32518","b","Radial Velocity",1,157.54,0.01,4580,10.22,NA,NA,2009,382.8092972
"584","HD 32963_b","HD 32963","b","Radial Velocity",1,2372,0.07,5727,NA,NA,NA,2015,114.9373744
"585","HD 330075_b","HD 330075","b","Radial Velocity",1,3.38773,0,5017,NA,990,NA,2004,163.730312
"586","HD 33142_b","HD 33142","b","Radial Velocity",1,326.6,0.12,5052,4.2,NA,NA,2011,446.181408
"587","HD 33283_b","HD 33283","b","Radial Velocity",1,18.179,0.48,5995,1.2,NA,NA,2006,283.3643328
"588","HD 33564_b","HD 33564","b","Radial Velocity",1,388,0.34,6250,NA,NA,NA,2005,68.4275288
"589","HD 33844_b","HD 33844","b","Radial Velocity",2,551.4,0.15,4861,5.29,NA,NA,2015,329.091404
"590","HD 33844_c","HD 33844","c","Radial Velocity",2,916,0.13,4861,5.29,NA,NA,2015,329.091404
"591","HD 34445_b","HD 34445","b","Radial Velocity",6,1056.7,0.014,5836,1.38,NA,NA,2009,146.8028156
"592","HD 34445_c","HD 34445","c","Radial Velocity",6,214.67,0.036,5836,1.38,NA,NA,2017,146.8028156
"593","HD 34445_d","HD 34445","d","Radial Velocity",6,117.87,0.027,5836,1.38,NA,NA,2017,146.8028156
"594","HD 34445_e","HD 34445","e","Radial Velocity",6,49.175,0.09,5836,1.38,NA,NA,2017,146.8028156
"595","HD 34445_f","HD 34445","f","Radial Velocity",6,676.8,0.031,5836,1.38,NA,NA,2017,146.8028156
"596","HD 34445_g","HD 34445","g","Radial Velocity",6,5700,0.032,5836,1.38,NA,NA,2017,146.8028156
"597","HD 35759_b","HD 35759","b","Radial Velocity",1,82.467,0.389,6060,NA,NA,NA,2016,236.4631
"598","HD 3651_b","HD 3651","b","Radial Velocity",1,62.218,0.596,5221,NA,NA,NA,2003,36.203316
"599","HD 37124_b","HD 37124","b","Radial Velocity",3,154.378,0.054,NA,NA,NA,NA,2002,108.4142544
"600","HD 37124_c","HD 37124","c","Radial Velocity",3,885.5,0.125,NA,NA,NA,NA,2002,108.4142544
"601","HD 37124_d","HD 37124","d","Radial Velocity",3,1862,0.16,NA,NA,NA,NA,2005,108.4142544
"602","HD 37605_b","HD 37605","b","Radial Velocity",2,55.01307,0.6767,5448,0.9,NA,NA,2004,139.8556928
"603","HD 37605_c","HD 37605","c","Radial Velocity",2,2720,0.013,5448,0.9,NA,NA,2012,139.8556928
"604","HD 38283_b","HD 38283","b","Radial Velocity",1,363.2,0.41,5998,NA,NA,NA,2010,123.2217368
"605","HD 38529_b","HD 38529","b","Radial Velocity",2,14.3098,0.257,5697,NA,NA,NA,2000,138.290144
"606","HD 38529_c","HD 38529","c","Radial Velocity",2,2140.2,0.341,5697,NA,NA,NA,2000,138.290144
"607","HD 38801_b","HD 38801","b","Radial Velocity",1,696.3,0,5222,2.53,NA,NA,2009,324.199064
"608","HD 39091_b","HD 39091","b","Radial Velocity",1,2151,0.6405,5950,NA,NA,NA,2001,59.3930076
"609","HD 40307_b","HD 40307","b","Radial Velocity",5,4.3123,0.2,4956,NA,NA,NA,2009,41.8458148
"610","HD 40307_c","HD 40307","c","Radial Velocity",5,9.6184,0.06,4956,NA,NA,NA,2009,41.8458148
"611","HD 40307_d","HD 40307","d","Radial Velocity",5,20.432,0.07,4956,NA,NA,NA,2009,41.8458148
"612","HD 40307_f","HD 40307","f","Radial Velocity",5,51.76,0.02,4956,NA,NA,NA,2013,41.8458148
"613","HD 40307_g","HD 40307","g","Radial Velocity",5,197.8,0.29,4956,NA,NA,NA,2013,41.8458148
"614","HD 40956_b","HD 40956","b","Radial Velocity",1,578.6,0.24,4869,8.56,NA,NA,2017,386.4296288
"615","HD 40979_b","HD 40979","b","Radial Velocity",1,264.15,0.252,6089,NA,NA,NA,2002,108.609948
"616","HD 41004 A_b","HD 41004 A","b","Radial Velocity",1,963,0.74,5010,NA,NA,NA,2004,140.3449268
"617","HD 41004 B_b","HD 41004 B","b","Radial Velocity",1,1.3283,0.081,NA,NA,NA,NA,2003,140.3449268
"618","HD 4113_b","HD 4113","b","Radial Velocity",1,526.62,0.903,5688,NA,NA,NA,2007,143.671718
"619","HD 42012_b","HD 42012","b","Radial Velocity",1,857.5,0.2,5405,0.82,NA,NA,2017,121.003876
"620","HD 4203_b","HD 4203","b","Radial Velocity",2,437.05,0.52,5702,NA,NA,NA,2001,253.8145992
"621","HD 4203_c","HD 4203","c","Radial Velocity",2,6700,0.24,5702,NA,NA,NA,2014,253.8145992
"622","HD 4208_b","HD 4208","b","Radial Velocity",1,828,0.052,5600,NA,NA,NA,2001,106.653012
"623","HD 42618_b","HD 42618","b","Radial Velocity",1,149.61,0.19,5727,1,337,NA,2016,76.64666
"624","HD 4308_b","HD 4308","b","Radial Velocity",1,15.56,0,5685,NA,NA,NA,2005,71.265086
"625","HD 4313_b","HD 4313","b","Radial Velocity",1,356,0.041,5035,4.9,NA,NA,2009,428.6015996
"626","HD 43197_b","HD 43197","b","Radial Velocity",1,327.8,0.83,5508,1,NA,NA,2010,183.625828
"627","HD 43691_b","HD 43691","b","Radial Velocity",1,36.96,0.14,6200,NA,NA,NA,2007,303.977392
"628","HD 44219_b","HD 44219","b","Radial Velocity",1,472.3,0.61,5752,1.32,NA,NA,2010,164.382624
"629","HD 45350_b","HD 45350","b","Radial Velocity",1,963.6,0.778,5616,NA,NA,NA,2004,159.653362
"630","HD 45364_b","HD 45364","b","Radial Velocity",2,226.93,0.1684,5434,NA,NA,NA,2008,106.2616248
"631","HD 45364_c","HD 45364","c","Radial Velocity",2,342.85,0.0974,5434,NA,NA,NA,2008,106.2616248
"632","HD 45652_b","HD 45652","b","Radial Velocity",1,43.6,0.38,5312,NA,NA,NA,2008,117.8727784
"633","HD 46375_b","HD 46375","b","Radial Velocity",1,3.023573,0.063,5285,NA,NA,NA,2000,108.9687196
"634","HD 47186_b","HD 47186","b","Radial Velocity",2,4.0845,0.038,5675,NA,NA,NA,2008,123.4174304
"635","HD 47186_c","HD 47186","c","Radial Velocity",2,1353.6,0.249,5675,NA,NA,NA,2008,123.4174304
"636","HD 4732_b","HD 4732","b","Radial Velocity",2,360.2,0.13,4959,5.4,NA,NA,2012,184.27814
"637","HD 4732_c","HD 4732","c","Radial Velocity",2,2732,0.23,4959,5.4,NA,NA,2012,184.27814
"638","HD 47536_b","HD 47536","b","Radial Velocity",1,712.13,0.2,4424,22.39,NA,NA,2002,395.8229216
"639","HD 48265_b","HD 48265","b","Radial Velocity",1,780.3,0.08,5650,2.05,NA,NA,2008,278.537224
"640","HD 49674_b","HD 49674","b","Radial Velocity",1,4.94737,0.087,5662,NA,NA,NA,2002,132.8433388
"641","HD 50499_b","HD 50499","b","Radial Velocity",1,2482.7,0.23,NA,NA,NA,NA,2005,154.1413256
"642","HD 50554_b","HD 50554","b","Radial Velocity",1,1293,0.501,5987,1.02,NA,NA,2002,101.2062068
"643","HD 52265_b","HD 52265","b","Radial Velocity",1,119.6,0.35,6060,1.1,405,NA,2000,91.5519892
"644","HD 5319_b","HD 5319","b","Radial Velocity",2,641,0.02,4958,3.85,NA,NA,2007,371.81784
"645","HD 5319_c","HD 5319","c","Radial Velocity",2,886,0.15,4958,3.85,NA,NA,2014,371.81784
"646","HD 5583_b","HD 5583","b","Radial Velocity",1,139.35,0.076,4830,9.09,NA,NA,2016,720.80476
"647","HD 5608_b","HD 5608","b","Radial Velocity",1,792.6,0.19,4854,5.5,NA,NA,2012,189.7249452
"648","HD 564_b","HD 564","b","Radial Velocity",1,492.3,0.096,5902,1.01,NA,NA,2014,174.819616
"649","HD 5891_b","HD 5891","b","Radial Velocity",1,177.11,0.066,4907,8.7,NA,NA,2011,491.190936
"650","HD 59686 A_b","HD 59686 A","b","Radial Velocity",1,299.36,0.05,4658,13.2,NA,NA,2016,315.719008
"651","HD 60532_b","HD 60532","b","Radial Velocity",2,201.9,0.26,6245,2.57,NA,NA,2008,82.517468
"652","HD 60532_c","HD 60532","c","Radial Velocity",2,600.1,0.03,6245,2.57,NA,NA,2008,82.517468
"653","HD 62509_b","HD 62509","b","Radial Velocity",1,589.64,0.02,4946,8.31,NA,NA,2006,33.7245304
"654","HD 63454_b","HD 63454","b","Radial Velocity",1,2.818049,0,4840,1.05,NA,12.31,2005,116.763848
"655","HD 63765_b","HD 63765","b","Radial Velocity",1,358,0.24,5432,NA,NA,NA,2009,106.3920872
"656","HD 6434_b","HD 6434","b","Radial Velocity",1,22.017,0.146,5690,1.14,NA,NA,2003,131.5060992
"657","HD 65216_b","HD 65216","b","Radial Velocity",2,572.4,0,5666,NA,NA,NA,2003,116.0789204
"658","HD 65216_c","HD 65216","c","Radial Velocity",2,152.6,0.02,5666,NA,NA,NA,2013,116.0789204
"659","HD 66141_b","HD 66141","b","Radial Velocity",1,480.5,0.07,4323,21.4,NA,NA,2012,261.1204936
"660","HD 66428_b","HD 66428","b","Radial Velocity",1,1973,0.465,5752,NA,NA,NA,2005,179.5162624
"661","HD 67087_b","HD 67087","b","Radial Velocity",2,352.2,0.17,6330,1.55,NA,NA,2015,289.6591436
"662","HD 67087_c","HD 67087","c","Radial Velocity",2,2374,0.76,6330,1.55,NA,NA,2015,289.6591436
"663","HD 6718_b","HD 6718","b","Radial Velocity",1,2496,0.1,5746,1.02,NA,NA,2009,179.059644
"664","HD 68402_b","HD 68402","b","Radial Velocity",1,1103,0.03,5950,1.02,NA,NA,2016,254.40168
"665","HD 68988_b","HD 68988","b","Radial Velocity",1,6.27711,0.1249,5960,NA,NA,NA,2001,191.8449592
"666","HD 69830_b","HD 69830","b","Radial Velocity",3,8.667,0.1,5385,NA,NA,NA,2006,41.0304248
"667","HD 69830_c","HD 69830","c","Radial Velocity",3,31.56,0.13,5385,NA,NA,NA,2006,41.0304248
"668","HD 69830_d","HD 69830","d","Radial Velocity",3,197,0.07,5385,NA,NA,NA,2006,41.0304248
"669","HD 70573_b","HD 70573","b","Radial Velocity",1,851.8,0.4,5737,NA,NA,NA,2007,149.053292
"670","HD 70642_b","HD 70642","b","Radial Velocity",1,2068,0.034,5706,NA,NA,NA,2003,93.8024656
"671","HD 7199_b","HD 7199","b","Radial Velocity",1,615,0.19,5386,0.96,NA,NA,2011,117.0247728
"672","HD 72659_b","HD 72659","b","Radial Velocity",1,3658,0.22,5926,1.36,NA,NA,2002,167.644184
"673","HD 72892_b","HD 72892","b","Radial Velocity",1,39.475,0.423,5688,1.22,NA,NA,2016,237.3763368
"674","HD 73256_b","HD 73256","b","Radial Velocity",1,2.54858,0.029,5570,0.89,NA,NA,2003,119.1121712
"675","HD 73267_b","HD 73267","b","Radial Velocity",1,1260,0.256,5317,1.04,NA,NA,2008,179.0922596
"676","HD 73526_b","HD 73526","b","Radial Velocity",2,188.9,0.29,NA,NA,NA,NA,2002,308.5761916
"677","HD 73526_c","HD 73526","c","Radial Velocity",2,379.1,0.28,NA,NA,NA,NA,2005,308.5761916
"678","HD 73534_b","HD 73534","b","Radial Velocity",1,1770,0.074,5041,2.39,NA,NA,2008,264.18636
"679","HD 74156_b","HD 74156","b","Radial Velocity",2,51.645,0.627,6068,NA,NA,NA,2003,210.696776
"680","HD 74156_c","HD 74156","c","Radial Velocity",2,2473,0.432,6068,NA,NA,NA,2003,210.696776
"681","HD 7449_b","HD 7449","b","Radial Velocity",1,1275,0.82,6024,1.01,NA,NA,2011,125.6352912
"682","HD 75289_b","HD 75289","b","Radial Velocity",1,3.509267,0.034,6095,NA,NA,NA,1999,94.3895464
"683","HD 75784_b","HD 75784","b","Radial Velocity",1,341.7,0.13,4917,3.3,NA,NA,2014,224.069172
"684","HD 75898_b","HD 75898","b","Radial Velocity",1,418.2,0.1,6021,1.6,NA,NA,2007,262.8165048
"685","HD 76700_b","HD 76700","b","Radial Velocity",1,3.971,0,NA,NA,NA,NA,2002,194.715132
"686","HD 76920_b","HD 76920","b","Radial Velocity",1,415.4,0.856,4698,7.47,NA,NA,2017,602.736288
"687","HD 77338_b","HD 77338","b","Radial Velocity",1,5.7361,0.09,5370,0.88,NA,NA,2012,134.6045812
"688","HD 7924_b","HD 7924","b","Radial Velocity",3,5.39792,0.058,5075,0.78,826,NA,2008,54.8594392
"689","HD 7924_c","HD 7924","c","Radial Velocity",3,15.299,0.098,5075,0.78,584,NA,2015,54.8594392
"690","HD 7924_d","HD 7924","d","Radial Velocity",3,24.451,0.21,5075,0.78,499,NA,2015,54.8594392
"691","HD 79498_b","HD 79498","b","Radial Velocity",1,1966.1,0.59,5740,NA,NA,NA,2011,159.81644
"692","HD 80606_b","HD 80606","b","Radial Velocity",1,111.4357,0.9332,5645,0.98,NA,10.98,2001,94.7157024
"693","HD 81040_b","HD 81040","b","Radial Velocity",1,1001.7,0.526,5700,0.86,NA,NA,2005,106.1963936
"694","HD 81688_b","HD 81688","b","Radial Velocity",1,184.02,0,4753,13,NA,NA,2007,287.8652856
"695","HD 82886_b","HD 82886","b","Radial Velocity",1,705,0.066,5112,4.8,NA,NA,2011,366.0448788
"696","HD 82943_b","HD 82943","b","Radial Velocity",2,441.47,0.162,6016,NA,NA,NA,2003,89.5624376
"697","HD 82943_c","HD 82943","c","Radial Velocity",2,220.078,0.3663,6016,NA,NA,NA,2003,89.5624376
"698","HD 83443_b","HD 83443","b","Radial Velocity",1,2.985698,0.012,5454,NA,NA,NA,2002,141.9757068
"699","HD 8535_b","HD 8535","b","Radial Velocity",1,1313,0.15,6136,1.19,NA,NA,2010,171.2319
"700","HD 85390_b","HD 85390","b","Radial Velocity",1,788,0.41,5186,NA,NA,NA,2009,110.7625776
"701","HD 85512_b","HD 85512","b","Radial Velocity",1,58.43,0.11,4715,NA,298,NA,2011,36.366394
"702","HD 8574_b","HD 8574","b","Radial Velocity",1,227,0.297,6050,NA,NA,NA,2002,144.160952
"703","HD 86081_b","HD 86081","b","Radial Velocity",1,2.1375,0.008,NA,1.22,NA,NA,2006,297.3238096
"704","HD 86226_b","HD 86226","b","Radial Velocity",1,1695,0.15,5903,1.02,NA,NA,2009,138.5510688
"705","HD 86264_b","HD 86264","b","Radial Velocity",1,1475,0.7,6210,1.88,NA,NA,2009,236.6914092
"706","HD 8673_b","HD 8673","b","Radial Velocity",1,1634,0.723,NA,NA,NA,NA,2009,124.7872856
"707","HD 86950_b","HD 86950","b","Radial Velocity",1,1270,0.17,4805,8.8,NA,NA,2016,551.20364
"708","HD 87646_b","HD 87646","b","Radial Velocity",1,13.481,0.05,5770,1.55,NA,NA,2016,239.9855848
"709","HD 87883_b","HD 87883","b","Radial Velocity",1,2754,0.53,4980,0.76,NA,NA,2009,58.9037736
"710","HD 88133_b","HD 88133","b","Radial Velocity",1,3.4148674,0.05,5438,1.94,NA,NA,2004,242.8557576
"711","HD 89307_b","HD 89307","b","Radial Velocity",1,2157,0.241,5950,1.05,NA,NA,2009,100.7169728
"712","HD 89744_b","HD 89744","b","Radial Velocity",1,256.78,0.673,6291,NA,NA,NA,1999,127.20084
"713","HD 90156_b","HD 90156","b","Radial Velocity",1,49.77,0.31,5599,NA,NA,NA,2009,72.0478604
"714","HD 9174_b","HD 9174","b","Radial Velocity",1,1179,0.12,5577,1.67,NA,NA,2016,257.4349308
"715","HD 92788_b","HD 92788","b","Radial Velocity",1,325,0.35,5821,NA,NA,NA,2000,105.4136192
"716","HD 93083_b","HD 93083","b","Radial Velocity",1,143.58,0.14,4995,NA,NA,NA,2005,94.259084
"717","HD 9446_b","HD 9446","b","Radial Velocity",2,30.052,0.2,5793,1,NA,NA,2009,172.373446
"718","HD 9446_c","HD 9446","c","Radial Velocity",2,192.9,0.06,5793,1,NA,NA,2009,172.373446
"719","HD 95086_b","HD 95086","b","Imaging",1,NA,NA,NA,NA,1000,NA,2013,298.6610492
"720","HD 95089_b","HD 95089","b","Radial Velocity",1,507,0.157,5002,4.9,NA,NA,2009,486.0702868
"721","HD 95127_b","HD 95127","b","Radial Velocity",1,482,0.11,4218,20,NA,NA,2015,1082.83792
"722","HD 95872_b","HD 95872","b","Radial Velocity",1,4375,0.06,5312,NA,NA,NA,2015,24.6573936
"723","HD 96063_b","HD 96063","b","Radial Velocity",1,361.1,0.03,5148,4.5,NA,NA,2011,433.135168
"724","HD 96127_b","HD 96127","b","Radial Velocity",1,647.3,0.3,4152,35,NA,NA,2011,721.5875344
"725","HD 96167_b","HD 96167","b","Radial Velocity",1,498.9,0.71,5770,1.86,NA,NA,2009,274.0688868
"726","HD 97658_b","HD 97658","b","Radial Velocity",1,9.4909,0.063,5119,0.7,NA,2.341,2010,69.471228
"727","HD 98219_b","HD 98219","b","Radial Velocity",1,436.9,0.112,4992,4.5,NA,NA,2011,490.4733928
"728","HD 98649_b","HD 98649","b","Radial Velocity",1,4951,0.85,5759,1,NA,NA,2012,139.4969212
"729","HD 99109_b","HD 99109","b","Radial Velocity",1,439.3,0.09,5272,NA,NA,NA,2005,197.1939176
"730","HD 99492_b","HD 99492","b","Radial Velocity",1,17.054,0.07,4929,0.78,NA,NA,2004,181.668892
"731","HD 99706_b","HD 99706","b","Radial Velocity",1,868,0.365,4932,5.4,NA,NA,2011,426.9055884
"732","HIP 105854_b","HIP 105854","b","Radial Velocity",1,184.2,0.02,4780,NA,NA,NA,2014,275.927976
"733","HIP 107773_b","HIP 107773","b","Radial Velocity",1,144.3,0.09,4945,11.6,NA,NA,2015,337.9954628
"734","HIP 109384_b","HIP 109384","b","Radial Velocity",1,499.48,0.549,5180,NA,NA,NA,2016,183.299672
"735","HIP 109600_b","HIP 109600","b","Radial Velocity",1,232.08,0.163,5530,NA,NA,NA,2016,191.127416
"736","HIP 116454_b","HIP 116454","b","Transit",1,9.1205,0.205,5089,0.72,690,2.53,2014,180.038112
"737","HIP 12961_b","HIP 12961","b","Radial Velocity",1,57.435,0.166,NA,NA,NA,NA,2010,77.625128
"738","HIP 14810_b","HIP 14810","b","Radial Velocity",3,6.673855,0.1427,5485,1,NA,NA,2005,172.4712928
"739","HIP 14810_c","HIP 14810","c","Radial Velocity",3,147.73,0.164,5485,1,NA,NA,2006,172.4712928
"740","HIP 14810_d","HIP 14810","d","Radial Velocity",3,952,0.173,5485,1,NA,NA,2009,172.4712928
"741","HIP 41378_b","HIP 41378","b","Transit",5,15.5712,NA,6199,1.4,NA,2.9,2016,378.7975784
"742","HIP 41378_c","HIP 41378","c","Transit",5,31.6978,NA,6199,1.4,NA,2.56,2016,378.7975784
"743","HIP 41378_d","HIP 41378","d","Transit",5,156,NA,6199,1.4,NA,3.96,2016,378.7975784
"744","HIP 41378_e","HIP 41378","e","Transit",5,131,NA,6199,1.4,NA,5.51,2016,378.7975784
"745","HIP 41378_f","HIP 41378","f","Transit",5,324,NA,6199,1.4,NA,10.2,2016,378.7975784
"746","HIP 5158_b","HIP 5158","b","Radial Velocity",2,345.72,0.52,4962,NA,NA,NA,2009,146.117888
"747","HIP 5158_c","HIP 5158","c","Radial Velocity",2,9017.76,0.14,4962,NA,NA,NA,2011,146.117888
"748","HIP 57274_b","HIP 57274","b","Radial Velocity",3,8.1352,0.187,4640,0.68,NA,NA,2011,84.3765572
"749","HIP 57274_c","HIP 57274","c","Radial Velocity",3,32.03,0.05,4640,0.68,NA,NA,2011,84.3765572
"750","HIP 57274_d","HIP 57274","d","Radial Velocity",3,431.7,0.27,4640,0.68,NA,NA,2011,84.3765572
"751","HIP 63242_b","HIP 63242","b","Radial Velocity",1,124.6,0.23,4830,NA,NA,NA,2013,486.78783
"752","HIP 65407_b","HIP 65407","b","Radial Velocity",2,28.125,0.14,5460,NA,NA,NA,2016,181.01658
"753","HIP 65407_c","HIP 65407","c","Radial Velocity",2,67.3,0.12,5460,NA,NA,NA,2016,181.01658
"754","HIP 65426_b","HIP 65426","b","Imaging",1,NA,NA,8840,1.77,1500,16.814,2017,363.337784
"755","HIP 65891_b","HIP 65891","b","Radial Velocity",1,1084.5,0.13,5000,8.93,NA,NA,2015,443.735238
"756","HIP 67537_b","HIP 67537","b","Radial Velocity",1,2556.5,0.59,4985,8.69,NA,NA,2017,367.251656
"757","HIP 67851_b","HIP 67851","b","Radial Velocity",2,88.9,0.05,4890,5.92,NA,NA,2015,215.1324976
"758","HIP 67851_c","HIP 67851","c","Radial Velocity",2,2131.8,0.17,4890,5.92,NA,NA,2015,215.1324976
"759","HIP 70849_b","HIP 70849","b","Radial Velocity",1,17337.5,0.715,4105,NA,NA,NA,2009,78.2122088
"760","HIP 74890_b","HIP 74890","b","Radial Velocity",1,822.3,0.07,4850,5.77,NA,NA,2016,298.4001244
"761","HIP 75458_b","HIP 75458","b","Radial Velocity",1,511.098,0.7124,4530,NA,NA,NA,2002,102.1846748
"762","HIP 78530_b","HIP 78530","b","Imaging",1,NA,NA,10500,NA,2700,NA,2010,511.086452
"763","HIP 79431_b","HIP 79431","b","Radial Velocity",1,111.7,0.29,NA,NA,NA,NA,2009,48.597244
"764","HIP 8541_b","HIP 8541","b","Radial Velocity",1,1560.2,0.16,4670,7.83,NA,NA,2016,549.9968628
"765","HIP 91258_b","HIP 91258","b","Radial Velocity",1,5.0505,0.024,5519,1,NA,NA,2013,145.0089576
"766","HIP 97233_b","HIP 97233","b","Radial Velocity",1,1058.8,0.61,5020,5.34,NA,NA,2014,347.35614
"767","HN Peg_b","HN Peg","b","Imaging",1,NA,NA,NA,NA,NA,11.777,2006,59.9800884
"768","HR 2562_b","HR 2562","b","Imaging",1,NA,NA,NA,NA,1200,12.442,2016,109.6862628
"769","HR 810_b","HR 810","b","Radial Velocity",1,312,0.15,NA,NA,NA,NA,1999,56.2292944
"770","HR 8799_b","HR 8799","b","Imaging",4,170000,NA,NA,NA,NA,13,2008,128.505464
"771","HR 8799_c","HR 8799","c","Imaging",4,69000,NA,NA,NA,NA,13,2008,128.505464
"772","HR 8799_d","HR 8799","d","Imaging",4,37000,NA,NA,NA,NA,13,2008,128.505464
"773","HR 8799_e","HR 8799","e","Imaging",4,18000,NA,NA,NA,NA,NA,2010,128.505464
"774","K2-10_b","K2-10","b","Transit",1,19.3044,0.31,5620,0.98,NA,3.84,2015,NA
"775","K2-100_b","K2-100","b","Transit",1,1.673916,0.24,6120,1.19,NA,3.5,2016,NA
