loc_rowid,star_name,planet_letter,pl_pnum,orbital_period,radius,st_dist,st_teff,st_mass,st_rad,rowupdate
1350,Kepler-1188,b,1,17.1369543,0.186,1202,5913,1.04,1.06,5/10/2016
1351,Kepler-1189,b,1,3.78858982,0.158,883,6012,1.11,1.16,5/10/2016
1352,Kepler-119,b,2,2.422082,0.321,,5595,,0.84,5/14/2014
1353,Kepler-119,c,2,4.125103,0.082,,5595,,0.84,5/14/2014
1354,Kepler-1190,b,1,10.45843441,0.119,384,4730,0.76,0.72,5/10/2016
1355,Kepler-1191,b,1,5.60014851,0.135,876,5308,0.85,0.81,5/10/2016
1356,Kepler-1192,b,1,25.2034787,0.211,1108,5438,0.86,0.83,5/10/2016
1357,Kepler-1193,b,1,2.83265213,0.118,695,5908,1.08,1.21,5/10/2016
1358,Kepler-1194,b,1,16.22371307,0.135,616,5590,0.94,0.92,5/10/2016
1359,Kepler-1195,b,1,8.49642241,0.186,812,4965,0.74,0.71,5/10/2016
1360,Kepler-1196,b,1,66.1849031,0.199,946,5756,0.98,0.97,5/10/2016
1361,Kepler-1197,b,1,2.03231845,0.112,505,4708,0.78,0.72,5/10/2016
1362,Kepler-1198,b,1,7.6847716,0.131,777,5517,0.93,0.9,5/10/2016
1363,Kepler-1199,b,1,15.0447198,0.103,540,5889,0.94,1.17,5/10/2016
1364,Kepler-12,b,1,4.4379629,1.754,600,5947,1.17,1.48,10/15/2015
1365,Kepler-120,b,2,6.312501,0.192,,4096,,0.53,5/14/2014
1366,Kepler-120,c,2,12.794585,0.136,,4096,,0.53,5/14/2014
1367,Kepler-1200,b,1,1.11854972,0.095,579,4612,0.74,0.7,5/10/2016
1368,Kepler-1201,b,1,15.18725932,0.204,1202,6177,1.15,1.24,5/10/2016
1369,Kepler-1202,b,1,28.6851324,0.262,1393,5834,1.03,1.04,5/10/2016
1370,Kepler-1203,b,1,0.58800076,0.095,269,4105,0.64,0.61,5/10/2016
1371,Kepler-1204,b,1,85.7350285,0.272,1282,5825,1.03,1.03,5/10/2016
1372,Kepler-1205,b,1,1.07839035,0.126,766,5226,0.84,0.81,5/10/2016
1373,Kepler-1206,b,1,1.21699766,0.146,807,4877,0.8,0.75,5/10/2016
1374,Kepler-1207,b,1,13.68237119,0.145,946,5909,1.06,1.06,5/10/2016
1375,Kepler-1208,b,1,11.08507637,0.207,877,5001,0.8,0.76,5/10/2016
1376,Kepler-1209,b,1,25.369116,0.135,558,6210,1.23,1.38,5/10/2016
1377,Kepler-121,b,2,3.177422,0.209,,5311,,0.7,5/14/2014
1378,Kepler-121,c,2,41.008011,0.203,,5311,,0.7,5/14/2014
1379,Kepler-1210,b,1,8.07124073,0.152,1155,5568,0.94,0.92,5/10/2016
1380,Kepler-1211,b,1,11.01816836,0.227,1486,5705,0.96,0.94,5/10/2016
1381,Kepler-1212,b,1,12.94130146,0.191,1304,6051,1.1,1.15,5/10/2016
1382,Kepler-1213,b,1,5.34982412,0.106,685,6050,1.14,1.21,5/10/2016
1383,Kepler-1214,b,1,18.82634264,0.211,757,5130,0.85,0.8,5/10/2016
1384,Kepler-1215,b,1,4.76703963,0.109,701,5616,0.95,0.93,5/10/2016
1385,Kepler-1216,b,1,4.37034536,0.124,1124,5743,0.99,0.98,5/10/2016
1386,Kepler-1217,b,1,2.03232507,0.178,1363,5905,1.06,1.08,5/10/2016
1387,Kepler-1218,b,1,22.9221266,0.128,667,5986,1.06,1.1,5/10/2016
1388,Kepler-1219,b,1,16.10467749,0.189,622,5944,1.25,1.94,5/10/2016
1389,Kepler-122,b,5,5.766193,0.209,,6050,0.99,1.22,5/14/2014
1390,Kepler-122,c,5,12.465988,0.524,,6050,0.99,1.22,5/14/2014
1391,Kepler-122,d,5,21.587475,0.196,,6050,0.99,1.22,5/14/2014
1392,Kepler-122,e,5,37.993273,0.232,,6050,0.99,1.22,5/14/2014
1393,Kepler-122,f,5,56.268,0.156,,6050,0.99,1.22,5/28/2014
1394,Kepler-1220,b,1,7.42693741,0.136,958,5842,1,0.99,5/10/2016
1395,Kepler-1221,b,1,12.00096042,0.168,909,5194,0.87,0.82,5/10/2016
1396,Kepler-1222,b,1,1.91694425,0.07,455,5239,0.84,0.8,5/10/2016
1397,Kepler-1223,b,1,16.301259,0.109,455,4870,0.8,0.75,5/10/2016
1398,Kepler-1224,b,1,13.32351601,0.119,578,6155,1.18,1.22,5/10/2016
1399,Kepler-1225,b,1,7.01075434,0.162,1241,6140,1.13,1.19,5/10/2016
1400,Kepler-1226,b,1,17.2923453,0.129,779,5923,1.02,1.02,5/10/2016
1401,Kepler-1227,b,1,94.2887577,0.204,667,5747,0.97,0.95,5/10/2016
1402,Kepler-1228,b,1,0.57736958,0.137,547,5063,0.78,0.74,5/10/2016
1403,Kepler-1229,b,1,86.828989,0.125,236,3784,0.54,0.51,5/10/2016
1404,Kepler-123,b,2,17.232366,0.262,,6089,1.03,1.26,5/14/2014
1405,Kepler-123,c,2,26.695074,0.132,,6089,1.03,1.26,5/14/2014
1406,Kepler-1230,b,1,9.95661537,0.242,1433,5961,1.06,1.08,5/10/2016
1407,Kepler-1231,b,1,10.41725184,0.127,948,5778,1.01,1,5/10/2016
1408,Kepler-1232,b,1,26.7839183,0.172,740,5471,0.92,0.89,5/10/2016
1409,Kepler-1233,b,1,45.1263042,0.232,1281,6198,1.16,1.25,5/10/2016
1410,Kepler-1234,b,1,11.94014029,0.251,866,4967,0.8,0.76,5/10/2016
1411,Kepler-1235,b,1,4.16055856,0.07,533,5541,0.93,0.9,5/10/2016
1412,Kepler-1236,b,1,31.0571618,0.191,1078,5337,0.86,0.82,5/10/2016
1413,Kepler-1237,b,1,84.5733226,0.255,1121,5472,0.94,0.9,5/10/2016
1414,Kepler-1238,b,1,4.14787559,0.172,1533,6386,1.3,1.48,5/10/2016
1415,Kepler-1239,b,1,5.19104016,0.259,2511,6564,1.4,1.57,5/10/2016
1416,Kepler-124,b,3,3.410493,0.065,,4984,,0.64,5/14/2014
1417,Kepler-124,c,3,13.821375,0.156,,4984,,0.64,5/14/2014
1418,Kepler-124,d,3,30.950851,0.099,,4984,,0.64,5/14/2014
1419,Kepler-1240,b,1,4.8663815,0.103,614,5682,0.98,0.96,5/10/2016
1420,Kepler-1241,b,1,18.5525701,0.235,936,5261,0.84,0.8,5/10/2016
1421,Kepler-1242,b,1,13.62798432,0.202,682,4895,0.77,0.74,5/10/2016
1422,Kepler-1243,b,1,16.8320729,0.156,877,5667,0.96,0.94,5/10/2016
1423,Kepler-1244,b,1,3.70428172,0.12,764,6680,1.46,1.77,5/10/2016
1424,Kepler-1245,b,2,4.35409304,0.128,861,5306,0.86,0.83,5/10/2016
1425,Kepler-1245,c,2,2.93658468,0.128,861,5306,0.86,0.83,5/10/2016
1426,Kepler-1246,b,1,11.32271513,0.121,435,4611,0.73,0.69,5/10/2016
1427,Kepler-1247,b,1,13.71220213,0.208,1094,5303,0.86,0.82,5/10/2016
1428,Kepler-1248,b,1,7.46725407,0.105,540,6149,1.21,1.21,5/10/2016
1429,Kepler-1249,b,1,24.3347127,0.212,1674,6202,1.19,1.28,5/10/2016
1430,Kepler-125,b,2,4.164389,0.211,,3810,0.55,0.51,5/14/2014
1431,Kepler-125,c,2,5.774464,0.066,,3810,0.55,0.51,5/14/2014
1432,Kepler-1250,b,1,2.60754383,0.171,1371,5717,0.99,0.98,5/10/2016
1433,Kepler-1251,b,1,45.0904643,0.164,863,5545,0.92,0.89,5/10/2016
1434,Kepler-1252,b,1,15.0540329,0.149,828,5949,1.06,1.09,5/10/2016
1435,Kepler-1253,b,1,68.8861915,0.119,390,5850,0.97,1.1,5/10/2016
1436,Kepler-1254,b,3,9.99113313,0.138,676,4985,0.78,0.75,5/10/2016
1437,Kepler-1254,c,3,3.60084276,0.116,676,4985,0.78,0.75,5/10/2016
1438,Kepler-1254,d,3,5.72717226,0.117,676,4985,0.78,0.75,5/10/2016
1439,Kepler-1255,b,1,36.2919336,0.207,1344,6018,1.08,1.12,5/10/2016
1440,Kepler-1256,b,1,12.4127754,0.133,862,6129,1.17,1.36,5/10/2016
1441,Kepler-1257,b,1,2.66831376,0.136,1081,5502,0.9,0.87,5/10/2016
1442,Kepler-1258,b,1,0.98494017,0.077,651,5839,0.99,0.99,5/10/2016
1443,Kepler-1259,b,1,0.66308526,0.128,704,5053,0.8,0.77,5/10/2016
1444,Kepler-126,b,3,10.495711,0.136,,6239,,1.36,5/14/2014
1445,Kepler-126,c,3,21.869741,0.141,,6239,,1.36,5/14/2014
1446,Kepler-126,d,3,100.283134,0.223,,6239,,1.36,5/14/2014
1447,Kepler-1260,b,1,19.1187753,0.158,1041,5961,1.06,1.08,5/10/2016
1448,Kepler-1261,b,1,48.4308991,0.202,795,5006,0.82,0.77,5/10/2016
1449,Kepler-1262,b,1,8.67900242,0.162,1153,5771,0.99,0.98,5/10/2016
1450,Kepler-1263,b,1,4.55139967,0.102,695,5213,0.84,0.8,5/10/2016
1451,Kepler-1264,b,1,0.96852602,0.105,814,5791,0.99,0.98,5/10/2016
1452,Kepler-1265,b,1,6.49441289,0.12,581,4630,0.71,0.69,5/10/2016
1453,Kepler-1266,b,1,28.474748,0.23,901,5044,0.8,0.76,5/10/2016
1454,Kepler-1267,b,1,13.0313945,0.269,1628,6096,1.15,1.2,5/10/2016
1455,Kepler-1268,b,1,40.9903986,0.181,1406,5904,1.06,1.09,5/10/2016
1456,Kepler-1269,b,1,37.3331536,0.145,710,5998,1.1,1.15,5/10/2016
1457,Kepler-127,b,3,14.435889,0.125,,6106,,1.36,5/14/2014
1458,Kepler-127,c,3,29.393195,0.237,,6106,,1.36,5/14/2014
1459,Kepler-127,d,3,48.630408,0.236,,6106,,1.36,5/14/2014
1460,Kepler-1270,b,1,6.03356196,0.296,1204,5047,1.28,3.38,5/10/2016
1461,Kepler-1271,b,1,3.0255955,0.132,885,6143,1.13,1.23,5/10/2016
1462,Kepler-1272,b,1,51.1309704,0.211,896,5926,1.06,1.09,5/10/2016
1463,Kepler-1273,b,1,28.625653,0.222,1355,5566,0.94,0.91,5/10/2016
1464,Kepler-1274,b,1,6.98152703,0.127,609,6179,1.45,2.17,5/10/2016
1465,Kepler-1275,b,1,3.65691115,0.132,1280,6296,1.23,1.36,5/10/2016
1466,Kepler-1276,b,1,12.5720095,0.106,587,6188,1.14,1.21,5/10/2016
1467,Kepler-1277,b,1,40.8365012,0.143,606,5578,0.94,0.92,5/10/2016
1468,Kepler-1278,b,1,3.23941344,0.09,743,6074,1.11,1.16,5/10/2016
1469,Kepler-1279,b,1,23.4774101,0.156,1017,6221,1.21,1.33,5/10/2016
1470,Kepler-128,b,2,15.09,0.101,,6090,1.18,1.66,5/14/2014
1471,Kepler-128,c,2,22.804,0.101,,6090,1.18,1.66,5/14/2014
1472,Kepler-1280,b,1,66.5579057,0.167,1006,6227,1.2,1.32,5/10/2016
1473,Kepler-1281,b,1,3.11602791,0.146,1090,5353,0.87,0.83,5/10/2016
1474,Kepler-1282,b,1,2.13194651,0.138,1126,5504,0.92,0.89,5/10/2016
1475,Kepler-1283,b,1,12.9460978,0.17,1452,6175,1.16,1.25,5/10/2016
1476,Kepler-1284,b,1,0.66407381,0.108,852,5123,0.84,0.79,5/10/2016
1477,Kepler-1285,b,1,14.7967458,0.087,364,6170,1.2,1.28,5/10/2016
1478,Kepler-1286,b,1,11.25402929,0.192,1150,5753,1,0.98,5/10/2016
1479,Kepler-1287,b,1,11.47685909,0.137,1027,5715,0.96,0.94,5/10/2016
1480,Kepler-1288,b,1,2.76122421,0.1,715,6132,1.2,1.29,5/10/2016
1481,Kepler-1289,b,1,7.99019627,0.136,1059,6080,1.1,1.17,5/10/2016
1482,Kepler-129,b,2,15.79186,0.211,,5770,1.18,1.64,5/14/2014
1483,Kepler-129,c,2,82.20017,0.227,,5770,1.18,1.64,5/14/2014
1484,Kepler-1290,b,1,4.69500134,0.127,1321,5660,0.95,0.93,5/10/2016
1485,Kepler-1291,b,1,8.63043276,0.148,982,5216,0.84,0.8,5/10/2016
1486,Kepler-1292,b,1,3.27646405,0.162,1406,5556,0.95,0.93,5/10/2016
1487,Kepler-1293,b,1,5.57654784,0.087,770,6241,1.18,1.28,5/10/2016
1488,Kepler-1294,b,1,115.6862258,0.285,1120,5776,0.99,0.97,5/10/2016
1489,Kepler-1295,b,1,3.81371974,0.138,1257,5486,0.92,0.89,5/10/2016
1490,Kepler-1296,b,1,8.3839865,0.081,631,5359,0.87,0.83,5/10/2016
1491,Kepler-1297,b,1,1.68189002,0.087,996,5818,0.99,0.99,5/10/2016
1492,Kepler-1298,b,1,7.12811928,0.117,498,6339,1.45,2,5/10/2016
1493,Kepler-1299,b,1,19.9400874,0.266,1352,5609,0.94,0.91,5/10/2016
1494,Kepler-130,b,3,8.457458,0.091,,5884,1,1.13,5/14/2014
1495,Kepler-130,c,3,27.50868,0.259,,5884,1,1.13,5/14/2014
1496,Kepler-130,d,3,87.517905,0.146,,5884,1,1.13,5/14/2014
1497,Kepler-1300,b,1,22.2419092,0.122,757,6130,1.29,1.79,5/10/2016
1498,Kepler-1301,b,1,9.08237046,0.125,816,5188,0.85,0.81,5/10/2016
1499,Kepler-1302,b,1,8.83922659,0.128,727,5236,0.86,0.82,5/10/2016
1500,Kepler-1303,b,1,7.56127224,0.127,905,5771,1.01,1,5/10/2016
1501,Kepler-1304,b,1,16.1288853,0.204,682,5259,0.85,0.81,5/10/2016
1502,Kepler-1305,b,1,13.5630972,0.168,1343,5701,0.97,0.96,5/10/2016
1503,Kepler-1306,b,1,16.29595382,0.17,1130,5727,0.98,0.97,5/10/2016
1504,Kepler-1307,b,1,18.01621096,0.22,1396,5884,1.06,1.08,5/10/2016
1505,Kepler-1308,b,1,2.10433812,0.046,73,3468,0.35,0.34,5/10/2016
1506,Kepler-1309,b,1,28.8432647,0.211,845,5235,0.85,0.8,5/10/2016
1507,Kepler-131,b,2,16.092,0.215,,5685,1.02,1.03,5/14/2014
1508,Kepler-131,c,2,25.5169,0.075,,5685,1.02,1.03,5/14/2014
1509,Kepler-1310,b,1,0.67933627,0.128,583,5549,0.91,0.88,5/10/2016
1510,Kepler-1311,b,2,11.1726994,0.111,705,5748,1.05,1.4,5/10/2016
1511,Kepler-1311,c,2,2.53573424,0.109,705,5748,1.05,1.4,5/10/2016
1512,Kepler-1312,b,1,5.44832529,0.187,305,5719,0.99,0.92,5/10/2016
1513,Kepler-1313,b,1,3.83309118,0.157,187,5453,0.92,0.85,5/10/2016
1514,Kepler-1314,b,1,5.42474928,0.456,462,4188,0.6,0.59,5/10/2016
1515,Kepler-1315,b,1,0.84338011,0.123,505,4861,0.8,0.75,5/10/2016
1516,Kepler-1316,b,1,87.9732136,0.316,753,5884,1.04,1.12,5/10/2016
1517,Kepler-1317,b,1,0.56887443,0.139,734,5144,0.83,0.79,5/10/2016
1518,Kepler-1318,b,1,213.257663,0.277,475,4598,0.73,0.7,5/10/2016
1519,Kepler-1319,b,1,2.88676265,0.12,114,3655,0.56,0.54,5/10/2016
1520,Kepler-132,b,4,6.178196,0.108,,6003,,1.18,5/14/2014
1521,Kepler-132,c,4,6.414914,0.114,,6003,,1.18,5/14/2014
1522,Kepler-132,d,4,18.010199,0.138,,6003,,1.18,5/14/2014
1523,Kepler-132,e,4,110.2869374,0.105,,6003,,1.18,5/10/2016
1524,Kepler-1320,b,1,0.86838653,0.152,771,4817,0.8,0.74,5/10/2016
1525,Kepler-1321,b,2,11.12830484,0.439,547,4094,0.54,0.53,5/10/2016
1526,Kepler-1321,c,2,2.22649109,0.214,547,4094,0.54,0.53,5/10/2016
1527,Kepler-1322,b,1,0.96286738,0.144,1217,5488,0.9,0.87,5/10/2016
1528,Kepler-1323,b,1,0.92990668,0.136,530,6169,1.18,1.4,5/10/2016
1529,Kepler-1324,b,1,4.11584468,0.135,522,4776,0.78,0.73,5/10/2016
1530,Kepler-1325,b,1,33.8786838,0.255,955,5550,0.93,0.91,5/10/2016
1531,Kepler-1326,b,1,42.3514267,0.373,910,6725,1.45,1.74,5/10/2016
1532,Kepler-1327,b,1,14.88801098,0.161,688,5885,1.02,1.03,5/10/2016
1533,Kepler-1328,b,1,4.52158888,0.087,630,5780,1,0.99,5/10/2016
1534,Kepler-1329,b,1,9.33646594,0.194,624,4500,0.72,0.69,5/10/2016
1535,Kepler-133,b,2,8.129976,0.157,,5736,,1.43,5/14/2014
1536,Kepler-133,c,2,31.517586,0.253,,5736,,1.43,5/14/2014
1537,Kepler-1330,b,1,10.10769068,0.147,939,5608,0.97,0.94,5/10/2016
1538,Kepler-1331,b,1,0.78916165,0.094,365,4508,0.72,0.69,5/10/2016
1539,Kepler-1332,b,1,11.87456832,0.122,515,5581,0.95,0.9,5/10/2016
1540,Kepler-1333,b,1,109.6471842,0.251,958,5628,0.94,0.92,5/10/2016
1541,Kepler-1334,b,1,15.64591713,0.204,1047,5614,0.94,0.91,5/10/2016
1542,Kepler-1335,b,1,6.26406846,0.129,628,4903,0.77,0.74,5/10/2016
1543,Kepler-1336,b,2,23.198681,0.177,822,5512,0.94,1.3,5/10/2016
1544,Kepler-1336,c,2,5.77721211,0.153,822,5512,0.94,1.3,5/10/2016
1545,Kepler-1337,b,1,24.4002549,0.215,588,4523,0.7,0.67,5/10/2016
1546,Kepler-1338,b,1,0.93511806,0.082,619,5909,1.04,1.05,5/10/2016
1547,Kepler-1339,b,1,1.34155513,0.063,267,5586,0.94,0.93,5/10/2016
1548,Kepler-134,b,2,5.317429,0.178,,5983,,1.18,5/14/2014
1549,Kepler-134,c,2,10.105785,0.112,,5983,,1.18,5/14/2014
1550,Kepler-1340,b,1,0.66502692,0.138,1421,6331,1.27,1.42,5/10/2016
1551,Kepler-1341,b,1,132.9968322,0.267,466,4662,0.79,0.72,5/10/2016
1552,Kepler-1342,b,1,2.21571036,0.148,941,5527,0.93,0.9,5/10/2016
1553,Kepler-1343,b,1,3.35183158,0.172,1307,5759,0.95,0.93,5/10/2016
1554,Kepler-1344,b,1,4.7683049,0.164,851,5981,1.09,1.13,5/10/2016
1555,Kepler-1345,b,1,44.6169557,0.211,1164,6449,1.32,1.55,5/10/2016
1556,Kepler-1346,b,1,3.40165668,0.141,1123,6133,1.14,1.21,5/10/2016
1557,Kepler-1347,b,1,14.00947528,0.092,321,5193,0.82,0.79,5/10/2016
1558,Kepler-1348,b,1,27.5722742,0.173,1033,5911,1.04,1.04,5/10/2016
1559,Kepler-1349,b,1,2.12823928,0.062,260,6086,1.16,1.28,5/10/2016
1560,Kepler-135,b,2,6.00253,0.161,,6090,,1.27,5/14/2014
1561,Kepler-135,c,2,11.448708,0.103,,6090,,1.27,5/14/2014
1562,Kepler-1350,b,2,4.4968604,0.225,350,3827,0.55,0.53,5/10/2016
1563,Kepler-1350,c,2,1.76678906,0.154,350,3827,0.55,0.53,5/10/2016
1564,Kepler-1351,b,1,0.91614077,0.058,241,4439,0.7,0.67,5/10/2016
1565,Kepler-1352,b,1,1.87788275,0.079,637,6118,1.11,1.16,5/10/2016
1566,Kepler-1353,b,1,24.7543966,0.161,596,4776,0.76,0.72,5/10/2016
1567,Kepler-1354,b,1,76.613377,0.265,1057,6168,1.16,1.24,5/10/2016
1568,Kepler-1355,b,1,1.28958811,0.13,963,5352,0.88,0.83,5/10/2016
1569,Kepler-1356,b,1,0.63400294,0.136,881,5106,0.82,0.78,5/10/2016
1570,Kepler-1357,b,1,3.0091324,0.114,1026,5597,0.93,0.9,5/10/2016
1571,Kepler-1358,b,1,7.06317341,0.1,558,5181,0.82,0.79,5/10/2016
1572,Kepler-1359,b,1,59.4970952,0.252,669,4709,0.78,0.72,5/10/2016
1573,Kepler-136,b,2,11.5789,0.183,,6165,1.2,1.35,5/14/2014
1574,Kepler-136,c,2,16.399235,0.178,,6165,1.2,1.35,5/14/2014
1575,Kepler-1360,b,1,40.5286413,0.303,1405,6778,1.51,1.83,5/10/2016
1576,Kepler-1361,b,1,3.57554956,0.077,404,5131,0.83,0.79,5/10/2016
1577,Kepler-1362,b,1,136.205626,0.232,767,4857,0.8,0.74,5/10/2016
1578,Kepler-1363,b,1,2.94194094,0.112,559,4839,0.76,0.72,5/10/2016
1579,Kepler-1364,b,1,13.32196237,0.192,1149,6805,1.49,1.79,5/10/2016
1580,Kepler-1365,b,2,7.69993485,0.082,541,5770,1,1.05,5/10/2016
1581,Kepler-1365,c,2,4.77468005,0.071,541,5770,1,1.05,5/10/2016
1582,Kepler-1366,b,1,2.16457097,0.128,395,4070,0.62,0.6,5/10/2016
1583,Kepler-1367,b,1,1.57409027,0.082,357,4106,0.62,0.6,5/10/2016
1584,Kepler-1368,b,1,0.67564949,0.147,1750,5906,1.07,1.08,5/10/2016
1585,Kepler-1369,b,1,25.873148,0.24,1236,5761,0.99,0.99,5/10/2016
1586,Kepler-137,b,2,8.436387,0.131,,5187,,0.8,5/14/2014
1587,Kepler-137,c,2,18.735753,0.168,,5187,,0.8,5/14/2014
1588,Kepler-1370,b,2,20.2641684,0.164,878,6202,1.19,1.29,5/10/2016
1589,Kepler-1370,c,2,7.44142113,0.113,878,6202,1.19,1.29,5/10/2016
1590,Kepler-1371,b,2,3.4462039,0.065,450,5361,0.87,0.83,5/10/2016
1591,Kepler-1371,c,2,2.00541269,0.057,450,5361,0.87,0.83,5/10/2016
1592,Kepler-1372,b,1,1.31155557,0.113,1161,5677,0.98,0.97,5/10/2016
1593,Kepler-1373,b,1,1.29123275,0.103,1112,6299,1.22,1.33,5/10/2016
1594,Kepler-1374,b,1,10.65276707,0.204,1135,5323,0.85,0.81,5/10/2016
1595,Kepler-1375,b,1,3.3004192,0.155,1238,6704,1.47,1.78,5/10/2016
1596,Kepler-1376,b,1,5.30880656,0.094,864,5659,0.98,0.97,5/10/2016
1597,Kepler-1377,b,1,0.74092842,0.112,1019,5218,0.86,0.82,5/10/2016
1598,Kepler-1378,b,1,11.95398936,0.196,562,4407,0.7,0.67,5/10/2016
1599,Kepler-1379,b,1,0.88184115,0.116,951,5188,0.83,0.79,5/10/2016
1600,Kepler-138,b,3,10.3126,0.047,,3841,0.52,0.44,6/17/2015
1601,Kepler-138,c,3,13.7813,0.107,,3841,0.52,0.44,6/17/2015
1602,Kepler-138,d,3,23.0881,0.108,,3841,0.52,0.44,6/17/2015
1603,Kepler-1380,b,1,10.3108245,0.128,1209,5570,0.96,0.94,5/10/2016
1604,Kepler-1381,b,1,25.3842686,0.201,1306,5747,0.96,0.94,5/10/2016
1605,Kepler-1382,b,1,16.3583055,0.168,730,6161,1.36,1.72,5/10/2016
1606,Kepler-1383,b,1,13.9093583,0.126,961,6370,1.26,1.44,5/10/2016
1607,Kepler-1384,b,1,15.36262753,0.173,618,4919,0.78,0.74,5/10/2016
1608,Kepler-1385,b,1,2.88879862,0.076,527,5732,1.15,1.29,5/10/2016
1609,Kepler-1386,b,1,6.73972381,0.111,838,5733,1.02,1.03,5/10/2016
1610,Kepler-1387,b,1,2.27952666,0.083,491,5046,0.82,0.77,5/10/2016
1611,Kepler-1388,b,4,12.2854603,0.231,492,4098,0.63,0.61,5/10/2016
1612,Kepler-1388,c,4,5.53608151,0.202,492,4098,0.63,0.61,5/10/2016
1613,Kepler-1388,d,4,20.9568158,0.255,492,4098,0.63,0.61,5/10/2016
1614,Kepler-1388,e,4,37.6327084,0.219,492,4098,0.63,0.61,5/10/2016
1615,Kepler-1389,b,1,99.2530951,0.158,521,5078,0.81,0.74,5/10/2016
1616,Kepler-139,b,2,15.771044,0.262,,5594,1.08,1.3,5/14/2014
1617,Kepler-139,c,2,157.072878,0.302,,5594,1.08,1.3,5/14/2014
1618,Kepler-1390,b,1,6.48021673,0.105,760,5753,0.98,0.98,5/10/2016
1619,Kepler-1391,b,1,54.4092333,0.15,721,5840,1.03,1.1,5/10/2016
1620,Kepler-1392,b,1,15.1410397,0.175,1117,5479,0.88,0.85,5/10/2016
1621,Kepler-1393,b,1,2.44357812,0.071,462,5697,0.95,0.92,5/10/2016
1622,Kepler-1394,b,1,3.93766373,0.124,820,6481,1.64,2.55,5/10/2016
1623,Kepler-1395,b,1,3.78470649,0.071,507,6138,1.17,1.23,5/10/2016
1624,Kepler-1396,b,1,18.2206421,0.185,1236,6195,1.18,1.27,5/10/2016
1625,Kepler-1397,b,1,47.449955,0.153,770,6026,1.09,1.12,5/10/2016
1626,Kepler-1398,b,2,2.78815679,0.08,793,6126,1.13,1.18,5/10/2016
1627,Kepler-1398,c,2,4.13827595,0.092,793,6126,1.13,1.18,5/10/2016
1628,Kepler-1399,b,1,1.63865306,0.112,1256,5735,0.97,0.96,5/10/2016
1629,Kepler-14,b,1,6.790123,1.136,980,6395,1.51,2.05,5/14/2014
1630,Kepler-140,b,2,3.25427,0.144,,6077,,1.29,5/14/2014
1631,Kepler-140,c,2,91.353282,0.161,,6077,,1.29,5/14/2014
1632,Kepler-1400,b,1,9.06689421,0.145,879,5044,0.83,0.78,5/10/2016
1633,Kepler-1401,b,1,11.20066445,0.15,1242,5964,1.07,1.1,5/10/2016
1634,Kepler-1402,b,1,2.03387914,0.068,681,5416,0.9,0.87,5/10/2016
1635,Kepler-1403,b,1,5.19492202,0.191,1801,6060,1.11,1.15,5/10/2016
1636,Kepler-1404,b,1,15.9314739,0.179,946,5261,0.84,0.8,5/10/2016
1637,Kepler-1405,b,1,28.2274184,0.353,1605,5925,1.05,1.07,5/10/2016
1638,Kepler-1406,b,1,11.62905828,0.098,587,5892,1.05,1.12,5/10/2016
1639,Kepler-1407,b,1,20.0711504,0.201,1275,6010,1.1,1.15,5/10/2016
1640,Kepler-1408,b,1,2.99793191,0.079,426,6170,1.21,1.35,5/10/2016
1641,Kepler-1409,b,1,0.76486493,0.093,722,5160,0.83,0.79,5/10/2016
1642,Kepler-141,b,2,3.107675,0.062,,4910,1,0.79,5/14/2014
1643,Kepler-141,c,2,7.010606,0.126,,4910,1,0.79,5/14/2014
1644,Kepler-1410,b,1,60.866168,0.159,367,4092,0.63,0.6,5/10/2016
1645,Kepler-1411,b,1,86.1150888,0.252,1431,5664,0.95,0.92,5/10/2016
1646,Kepler-1412,b,1,3.6146051,0.074,639,5880,1.06,1.27,5/10/2016
1647,Kepler-1413,b,1,13.1829642,0.162,1162,5196,0.84,0.8,5/10/2016
1648,Kepler-1414,b,1,3.51576315,0.11,534,4951,0.8,0.75,5/10/2016
1649,Kepler-1415,b,1,0.63642408,0.115,1066,5267,0.89,0.84,5/10/2016
1650,Kepler-1416,b,1,1.49514952,0.079,807,6019,1.09,1.15,5/10/2016
1651,Kepler-1417,b,1,20.3505213,0.089,656,5839,1.02,1.02,5/10/2016
1652,Kepler-1418,b,1,22.4764425,0.148,499,4770,0.77,0.72,5/10/2016
1653,Kepler-1419,b,1,42.5215895,0.255,1444,5796,1.01,1.01,5/10/2016
1654,Kepler-142,b,3,2.024152,0.178,,5790,0.99,1.27,5/14/2014
1655,Kepler-142,c,3,4.761702,0.255,,5790,0.99,1.27,5/14/2014
1656,Kepler-142,d,3,41.809118,0.193,,5790,0.99,1.27,5/14/2014
1657,Kepler-1420,b,1,6.69960006,0.114,923,5187,0.82,0.79,5/10/2016
1658,Kepler-1421,b,1,6.9131112,0.083,675,6335,1.25,1.42,5/10/2016
1659,Kepler-1422,b,1,18.6051942,0.18,2081,6194,1.15,1.23,5/10/2016
1660,Kepler-1423,b,1,23.955378,0.095,449,4939,0.79,0.75,5/10/2016
1661,Kepler-1424,b,1,29.6091744,0.103,620,5838,1.02,1.07,5/10/2016
1662,Kepler-1425,b,1,14.4541302,0.084,499,5718,0.97,0.95,5/10/2016
1663,Kepler-1426,b,1,14.2563227,0.139,1211,5831,1.02,1.02,5/10/2016
