rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_orbtper,pl_orblper,pl_rvamp,pl_eqt,pl_insol,pl_massj,pl_msinij,pl_masse,pl_msinie,pl_bmasse,pl_rade,pl_rads,pl_trandep,pl_trandur,pl_tranmid,pl_tsystemref,pl_imppar,pl_occdep,pl_ratdor,pl_ratror,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,gaia_plx,gaia_dist,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_radv,st_sp,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age,st_vsini,st_acts,st_actr,st_actlx,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_vj,st_bj,st_rc,st_ic,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_irac1,st_irac2,st_irac3,st_irac4,st_mips1,st_mips2,st_mips3,st_iras1,st_iras2,st_iras3,st_iras4,st_photn,st_umbj,st_bmvj,st_vjmic,st_vjmrc,st_jmh2,st_hmk2,st_jmk2,st_bmy,st_m1,st_c1,st_colorn
21,47 UMa,c,Radial Velocity,3,2391,3.6,0.098,,0.54,Msini,,,0,0,0,0,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,14.08,5.05,V (Johnson),,5892,1.03,1.23,5/14/2014,47 UMa c,0,1,0,0,0,0,2.56E+02,2452441,295,8,,,,0.54,,171.621,171.621,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2010MNRAS.403..731G target=ref> Gregory &amp; Fischer 2010 </a>,2001,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2002ApJ...564.1028F target=ref> Fischer et al. 2002 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,45,41,http://exoplanet.eu/catalog/47_uma_c/,http://exoplanets.org/detail/47_UMa_c,2002-01,HD 95128,HIP 53721,10.99110413,175.782531,63.369127,149.069855,31.061608,71.04,,,-317.2,56.6,322.2,,,,11.1,4,G0 V,4.27,,,0,[Fe/H],7.3,2.9,0.154,-5.02,,,10,0,1,9,0,4,3,5.79,5.05,5.66,,,3.96,3.736,3.75,3.556,3.143,3.586,3.553,,,,,3.57E+00,3.47E+00,,3.13E+00,3.26E+00,1.18E+00,-9.16E-01,27,0.13,0.61,,,0.224,-0.014,0.21,0.392,0.199,0.355,11
22,47 UMa,d,Radial Velocity,3,14002,11.6,0.16,,1.64,Msini,,,0,0,0,0,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,14.08,5.05,V (Johnson),,5892,1.03,1.23,5/14/2014,47 UMa d,0,1,0,0,0,0,8.24E+02,2451736,110,13.8,,,,1.64,,521.22,521.22,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2010MNRAS.403..731G target=ref> Gregory &amp; Fischer 2010 </a>,2009,<a href=http://adsabs.harvard.edu/abs/2010MNRAS.403..731G target=ref> Gregory &amp; Fischer 2010 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,38,41,http://exoplanet.eu/catalog/47_uma_d/,,2010-04,HD 95128,HIP 53721,10.99110413,175.782531,63.369127,149.069855,31.061608,71.04,,,-317.2,56.6,322.2,,,,11.1,4,G0 V,4.27,,,0,[Fe/H],7.3,2.9,0.154,-5.02,,,10,0,1,9,0,4,3,5.79,5.05,5.66,,,3.96,3.736,3.75,3.556,3.143,3.586,3.553,,,,,3.57E+00,3.47E+00,,3.13E+00,3.26E+00,1.18E+00,-9.16E-01,27,0.13,0.61,,,0.224,-0.014,0.21,0.392,0.199,0.355,11
23,51 Eri,b,Imaging,1,,13.2,,,2,Mass,,,0,0,0,1,04h37m36.13s,69.400551,-02d28m24.8s,-2.473548,29.4,5.23,V (Johnson),,,1.75,,8/14/2015,51 Eri b,0,0,1,1,0,0,4.49E+02,,,,700,,2,,635.66,,635.66,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015Sci...350...64M target=ref>Macintosh et al. 2015</a>,2015,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015Sci...350...64M target=ref>Macintosh et al. 2015</a>,Ground,Gemini Observatory,8.19 m Gemini South Telescope,Gemini Planet Imager,3,0,17,23,http://exoplanet.eu/catalog/51_eri_b/,,2015-08,HD 29391,HIP 21547,4.62670339,198.61262,-30.657612,67.313442,-24.305028,,,,43.6,-64.1,77.5,,,,17.3,3,F0 IV,,0.85,,-0.027,[M/H],0.02,71.8,,,30.12,,1,0,1,0,0,3,0,5.55,5.23,5.51,5.38,4.889,4.744,4.77,4.537,4.543,4.31,4.575,4.39,,,,,4.49E+00,3.82E+00,,4.24E+00,3.58E+00,1.18E+00,-9.16E-01,30,0.04,0.28,0.326,0.165,-0.026,0.233,0.207,,,,10
24,51 Peg,b,Radial Velocity,1,4.230785,0.0527,0.013,,0.472,Msini,,,0,0,0,0,22h57m27.98s,344.366577,+20d46m07.8s,20.768833,15.36,5.5,V (Johnson),,5793,1.12,1.2,5/14/2014,51 Peg b,0,1,0,0,0,0,3.43E+00,2450001.51,58,55.94,,,,0.472,,150.009,150.009,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>,1995,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=1995Natur.378..355M target=ref> Mayor & Queloz 1995 </a>,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3,0,59,43,http://exoplanet.eu/catalog/51_peg_b/,http://exoplanets.org/detail/51_Peg_b,1995-11,HD 217014,HIP 113357,22.95777181,90.062611,-34.727214,354.284094,25.186477,65.1,,,207.9,59.8,216.3,,,,-33.25,4.25,G2.5 IV,4.33,,,0.2,[Fe/H],4,2,0.148,-5.08,,,6,0,1,5,0,4,4,6.37,5.5,6.17,,,4.655,4.234,3.911,3.909,3.624,3.929,3.904,,,,,3.95E+00,3.65E+00,,3.55E+00,3.41E+00,1.18E+00,-9.16E-01,23,0.2,0.67,,,0.421,0.323,0.744,0.42,0.234,0.374,20
25,55 Cnc,b,Radial Velocity,5,14.65152,0.115227,0.0034,90,0.8306,Mass,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.53,5.96,V (Johnson),,5196,0.91,0.94,10/29/2014,55 Cnc b,0,1,0,0,0,0,9.20E+00,,98,71.4,,,0.8306,,263.9785,,263.9785,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.446.1493B target=ref>Baluev 2015</a>,1996,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=1997ApJ...474L.115B target=ref> Butler et al. 1997 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,107,48,http://exoplanet.eu/catalog/55_cnc_b/,http://exoplanets.org/detail/55_Cnc_b,1997-01,HD 75732,HIP 43587,8.87661438,196.794709,37.698968,127.732452,10.367085,79.8,,,-484.8,-233.5,538.1,,,,27.4,4.8,G8 V,4.45,-0.235,,0.31,[Fe/H],10.2,2.5,0.165,-5.04,27.74,,10,0,1,9,0,5,11,,5.96,6.83,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,,,,,4.05E+00,3.92E+00,,3.65E+00,2.89E+00,1.18E+00,-9.16E-01,29,,0.87,,,0.503,0.25,0.753,0.536,0.357,0.415,11
26,55 Cnc,c,Radial Velocity,5,44.4175,0.241376,0.02,90,0.1714,Mass,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.53,5.96,V (Johnson),,5196,0.91,0.94,10/29/2014,55 Cnc c,0,1,0,0,0,0,1.93E+01,,51,10.18,,,0.1714,,54.4738,,54.4738,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.446.1493B target=ref>Baluev 2015</a>,2004,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004ApJ...614L..81M target=ref> McArthur et al. 2004 </a>,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,3,0,82,48,http://exoplanet.eu/catalog/55_cnc_c/,http://exoplanets.org/detail/55_Cnc_c,2004-10,HD 75732,HIP 43587,8.87661438,196.794709,37.698968,127.732452,10.367085,79.8,,,-484.8,-233.5,538.1,,,,27.4,4.8,G8 V,4.45,-0.235,,0.31,[Fe/H],10.2,2.5,0.165,-5.04,27.74,,10,0,1,9,0,5,11,,5.96,6.83,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,,,,,4.05E+00,3.92E+00,,3.65E+00,2.89E+00,1.18E+00,-9.16E-01,29,,0.87,,,0.503,0.25,0.753,0.536,0.357,0.415,11
27,55 Cnc,d,Radial Velocity,5,4825,5.503,0.019,90,3.878,Mass,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.53,5.96,V (Johnson),,5196,0.91,0.94,10/29/2014,55 Cnc d,0,1,0,0,0,0,4.39E+02,,44,48.29,,,3.878,,1232.493,,1232.493,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.446.1493B target=ref>Baluev 2015</a>,2002,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2002ApJ...581.1375M target=ref> Marcy et al. 2002 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,96,48,http://exoplanet.eu/catalog/55_cnc_d/,http://exoplanets.org/detail/55_Cnc_d,2002-12,HD 75732,HIP 43587,8.87661438,196.794709,37.698968,127.732452,10.367085,79.8,,,-484.8,-233.5,538.1,,,,27.4,4.8,G8 V,4.45,-0.235,,0.31,[Fe/H],10.2,2.5,0.165,-5.04,27.74,,10,0,1,9,0,5,11,,5.96,6.83,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,,,,,4.05E+00,3.92E+00,,3.65E+00,2.89E+00,1.18E+00,-9.16E-01,29,,0.87,,,0.503,0.25,0.753,0.536,0.357,0.415,11
28,55 Cnc,e,Radial Velocity,5,0.736539,0.01544,,83.3,0.02542,Mass,0.17,6.4,0,0,0,1,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.53,5.96,V (Johnson),,5196,0.91,0.94,7/7/2016,55 Cnc e,1,1,0,0,0,0,1.23E+00,,,,,,0.02542,,8.08,,8.08,1.91,0.018,,,2455733.013,BJD-TDB,0.41,0.0154,,0.0187,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016Natur.532..207D target=ref>Demory et al. 2016</a>,2004,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004ApJ...614L..81M target=ref> McArthur et al. 2004 </a>,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,3,0,126,50,http://exoplanet.eu/catalog/55_cnc_e/,http://exoplanets.org/detail/55_Cnc_e,2004-10,HD 75732,HIP 43587,8.87661438,196.794709,37.698968,127.732452,10.367085,79.8,,,-484.8,-233.5,538.1,,,,27.4,4.8,G8 V,4.45,-0.235,,0.31,[Fe/H],10.2,2.5,0.165,-5.04,27.74,,10,0,1,9,0,5,11,,5.96,6.83,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,,,,,4.05E+00,3.92E+00,,3.65E+00,2.89E+00,1.18E+00,-9.16E-01,29,,0.87,,,0.503,0.25,0.753,0.536,0.357,0.415,11
29,55 Cnc,f,Radial Velocity,5,262,0.788,0.305,90,0.141,Mass,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.53,5.96,V (Johnson),,5196,0.91,0.94,10/29/2014,55 Cnc f,0,1,0,0,0,0,6.29E+01,,166,4.87,,,0.141,,44.812,,44.812,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.446.1493B target=ref>Baluev 2015</a>,2007,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008ApJ...675..790F target=ref> Fischer et al. 2008 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,75,48,http://exoplanet.eu/catalog/55_cnc_f/,http://exoplanets.org/detail/55_Cnc_f,2008-03,HD 75732,HIP 43587,8.87661438,196.794709,37.698968,127.732452,10.367085,79.8,,,-484.8,-233.5,538.1,,,,27.4,4.8,G8 V,4.45,-0.235,,0.31,[Fe/H],10.2,2.5,0.165,-5.04,27.74,,10,0,1,9,0,5,11,,5.96,6.83,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,,,,,4.05E+00,3.92E+00,,3.65E+00,2.89E+00,1.18E+00,-9.16E-01,29,,0.87,,,0.503,0.25,0.753,0.536,0.357,0.415,11
30,6 Lyn,b,Radial Velocity,1,874.774,2.18,0.125,,2.21,Msini,,,0,0,0,0,06h30m47.11s,97.696281,+58d09m45.5s,58.162632,56.95,,,,4978,1.7,5.2,9/3/2015,6 Lyn b,0,1,0,0,0,0,3.83E+01,2454024.5,314.9,31.53,,,,2.21,,702.4043,702.4043,,,,,,JD,,,,,<a href=http://adsabs.harvard.edu/abs/2010ApJ...709..396B target=ref> Bowler et al. 2010 </a>,2008,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008PASJ...60.1317S target=ref> Sato et al. 2008 </a>,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3,0,33,22,http://exoplanet.eu/catalog/6_lyn_b/,http://exoplanets.org/detail/6_Lyn_b,2008-12,HD 45410,HIP 31039,6.51308543,156.971465,20.189874,94.938691,34.855212,17.56,,,-29.4,-340,341.3,,,,,5,K0 III-IV,3.16,1.176,,-0.13,[Fe/H],,1.32,0.127,,,,2,0,1,1,0,3,0,7.48,,6.82,,,4.272,3.825,3.701,3.662,2.916,3.689,3.589,,,,,,,,3.17E+00,3.15E+00,1.18E+00,-9.16E-01,20,0.66,0.94,,,0.447,0.124,0.571,0.574,0.332,0.411,10
31,61 Vir,b,Radial Velocity,3,4.215,0.050201,0.12,,0.016,Msini,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.52,4.74,V (Johnson),,5577,0.94,0.96,5/14/2014,61 Vir b,0,1,0,0,0,0,5.89E+00,,105,2.12,,,,0.016,,5.1,5.1,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>,2009,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,39,45,http://exoplanet.eu/catalog/61_vir_b/,http://exoplanets.org/detail/61_Vir_b,2010-01,HD 115617,HIP 64924,13.30675456,311.859025,44.092637,205.0072,-9.297809,117.3,,,-1069.9,-1063.78,1508.75,,,,-8.2,4.5,G5 V,4.34,-0.095,,-0.01,[Fe/H],8.96,1.9,0.156,-5.04,26.87,,7,0,1,6,0,4,9,5.71,4.74,5.45,4.33,3.97,3.334,2.974,2.956,2.144,2.791,3.091,2.986,,,,,3.01E+00,1.50E+00,,2.60E+00,2.65E+00,1.18E+00,-1.12E+00,35,0.26,0.71,0.755,0.395,0.36,0.018,0.378,0.433,0.252,0.332,21
32,61 Vir,c,Radial Velocity,3,38.021,0.2175,0.14,,0.057,Msini,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.52,4.74,V (Johnson),,5577,0.94,0.96,5/14/2014,61 Vir c,0,1,0,0,0,0,2.55E+01,,341,3.62,,,,0.057,,18.2,18.2,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>,2009,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,39,45,http://exoplanet.eu/catalog/61_vir_c/,http://exoplanets.org/detail/61_Vir_c,2010-01,HD 115617,HIP 64924,13.30675456,311.859025,44.092637,205.0072,-9.297809,117.3,,,-1069.9,-1063.78,1508.75,,,,-8.2,4.5,G5 V,4.34,-0.095,,-0.01,[Fe/H],8.96,1.9,0.156,-5.04,26.87,,7,0,1,6,0,4,9,5.71,4.74,5.45,4.33,3.97,3.334,2.974,2.956,2.144,2.791,3.091,2.986,,,,,3.01E+00,1.50E+00,,2.60E+00,2.65E+00,1.18E+00,-1.12E+00,35,0.26,0.71,0.755,0.395,0.36,0.018,0.378,0.433,0.252,0.332,21
33,61 Vir,d,Radial Velocity,3,123.01,0.476,0.35,,0.072,Msini,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.52,4.74,V (Johnson),,5577,0.94,0.96,5/14/2014,61 Vir d,0,1,0,0,0,0,5.59E+01,,314,3.25,,,,0.072,,22.9,22.9,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>,2009,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,39,45,http://exoplanet.eu/catalog/61_vir_d/,http://exoplanets.org/detail/61_Vir_d,2010-01,HD 115617,HIP 64924,13.30675456,311.859025,44.092637,205.0072,-9.297809,117.3,,,-1069.9,-1063.78,1508.75,,,,-8.2,4.5,G5 V,4.34,-0.095,,-0.01,[Fe/H],8.96,1.9,0.156,-5.04,26.87,,7,0,1,6,0,4,9,5.71,4.74,5.45,4.33,3.97,3.334,2.974,2.956,2.144,2.791,3.091,2.986,,,,,3.01E+00,1.50E+00,,2.60E+00,2.65E+00,1.18E+00,-1.12E+00,35,0.26,0.71,0.755,0.395,0.36,0.018,0.378,0.433,0.252,0.332,21
34,7 CMa,b,Radial Velocity,1,796,1.93,0.22,,2.46,Msini,,,0,0,0,0,06h36m41.04s,99.17099,-19d15m21.2s,-19.255878,19.84,3.92,V (Johnson),,4792,1.52,2.3,10/22/2015,7 CMa b,0,1,0,0,0,0,9.73E+01,2454093,77,41.8,,,,2.46,,781.8618,781.8618,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.455.1398W target=ref>Wittenmyer et al. 2016</a>,2011,<a href=http://adsabs.harvard.edu/abs/2011arXiv1111.1007W target=ref> Wittenmyer et al. 2011 </a>,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,3,0,29,26,http://exoplanet.eu/catalog/7_cma_b/,http://exoplanets.org/detail/7_CMa_b,2011-12,HD 47205,HIP 31592,6.61139933,228.688399,-11.796021,101.741914,-42.322075,50.41,,,63.3,-69.2,93.8,,,,,5.1,K1 III,3.25,1.053,,0.21,[Fe/H],,1.15,,,,,2,0,1,1,0,4,0,5.97,3.92,4.97,3.41,2.935,2.173,1.679,1.564,-0.682,-0.525,1.653,1.541,,,,,,,,1.17E+00,1.17E+00,1.23E+00,-9.16E-01,31,1,1.05,1.025,0.55,0.494,0.115,0.609,,,,15
35,70 Vir,b,Radial Velocity,1,116.6926,0.481,0.399,,7.4,Msini,,,0,0,0,0,13h28m25.81s,202.107544,+13d46m43.6s,13.778788,18.11,4.98,V (Johnson),4.867,5439,1.09,1.94,4/24/2015,70 Vir b,0,1,0,0,0,0,2.66E+01,2447239.709,358.8,315.7,,,,7.4,,2351.942,2351.942,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...806...60K target=ref>Kane et al. 2015</a>,1996,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=1996ApJ...464L.147M target=ref> Marcy & Butler 1996 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,51,39,http://exoplanet.eu/catalog/70_vir_b/,http://exoplanets.org/detail/70_Vir_b,1996-06,HD 117176,HIP 65721,13.47383626,337.665279,74.100664,194.970818,21.340775,55.22,54.7,18.28,-234,-575.7,621.4,-236,-575.9,622.4,4.6,4.4,G4 V,3.9,0.451,,-0.09,[Fe/H],7.77,1.56,0.165,-4.99,,,6,0,1,5,0,4,2,5.95,4.98,5.69,,,3.798,3.457,3.5,2.49,2.951,3.257,3.186,,,,,3.21E+00,2.58E+00,,2.73E+00,2.76E+00,1.18E+00,-9.16E-01,28,0.26,0.71,,,0.341,-0.043,0.298,0.443,0.235,0.359,14
36,75 Cet,b,Radial Velocity,1,691.9,2.1,0.117,,3,Msini,,,0,0,0,0,02h32m09.42s,38.039253,-01d02m05.6s,-1.034896,81.5,5.35,V (Johnson),,4846,2.49,10.5,9/3/2015,75 Cet b,0,1,0,0,0,0,2.58E+01,2452213,165,38.3,,,,3,,953.49,953.49,,,,,,JD,,,,,<a href=http://adsabs.harvard.edu/abs/2012PASJ...64..135S target=ref> Sato et al. 2012 </a>,2012,<a href=http://adsabs.harvard.edu/abs/2012PASJ...64..135S target=ref> Sato et al. 2012 </a>,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3,0,17,16,http://exoplanet.eu/catalog/75_cet_b/,http://exoplanets.org/detail/75_Cet_b,2012-12,HD 15779,HIP 11791,2.53595022,169.944194,-54.44159,35.325385,-15.1675,12.27,,,-24.7,-31.4,40,,,,,4.3,G3 III,2.63,1.73,,0,[Fe/H],,1.77,,,,,2,0,1,1,0,3,0,7.21,5.35,6.37,,,3.931,3.318,3.207,2.101,2.791,3.038,2.988,,,,,,,,2.62E+00,2.55E+00,1.18E+00,-9.16E-01,19,0.84,1.02,,,0.613,0.111,0.724,,,,7
37,8 UMi,b,Radial Velocity,1,93.4,0.49,0.06,,1.5,Msini,,,0,0,0,0,14h56m48.35s,224.201477,+74d54m03.3s,74.900925,159.1,6.83,V (Johnson),6.494,4847.4,1.8,9.9,10/15/2015,8 UMi b,0,1,0,0,0,0,3.08E+00,2454108.5,91,46.1,,,,1.5,,476.745,476.745,,,,,,JD,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...584A..79L target=ref>Lee et al. 2015</a>,2015,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...584A..79L target=ref>Lee et al. 2015</a>,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,3,0,13,13,http://exoplanet.eu/catalog/8_umi_b/,,,HD 133086,HIP 73136,14.94676514,112.794978,39.66113,130.659106,73.344908,6.25,6.14,162.84,12.8,4.1,13.4,13.1,3.6,13.6,,5,K0,2.57,,,-0.03,[Fe/H],1.7,3.6,,,,,1,0,1,0,0,3,0,,6.83,7.834,,,5.069,4.749,4.515,,,,,,,,,,,,4.01E+00,3.58E+00,1.18E+00,-9.16E-01,14,,0.985,,,0.32,0.234,0.554,,,,6
38,81 Cet,b,Radial Velocity,1,952.7,2.5,0.206,,5.3,Msini,,,0,0,0,0,02h37m41.80s,39.424168,-03d23m46.2s,-3.396175,97.18,5.65,V (Johnson),,4785,2.4,11,5/14/2014,81 Cet b,0,1,0,0,0,0,2.57E+01,2452486,175,62.8,,,,5.3,,1684.4,1684.4,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008PASJ...60.1317S target=ref> Sato et al. 2008 </a>,2008,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008PASJ...60.1317S target=ref> Sato et al. 2008 </a>,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3,0,20,17,http://exoplanet.eu/catalog/81_cet_b/,http://exoplanets.org/detail/81_Cet_b,2008-12,HD 16400,HIP 12247,2.62827784,174.486548,-55.24993,35.893927,-17.849554,10.29,,,40.9,-44,60.1,,,,,4.5,G5 III,2.35,1.778,,-0.06,[Fe/H],,1.8,,,,,2,0,1,1,0,3,0,7.52,5.65,6.67,,,3.94,3.386,3.266,3.313,3.036,3.297,3.242,,,,,,,,2.88E+00,2.49E+00,1.18E+00,-9.16E-01,19,0.85,1.02,,,0.554,0.12,0.674,,,,7
39,91 Aqr,b,Radial Velocity,1,181.4,0.7,0.027,,3.2,Msini,,,0,0,0,0,23h15m53.50s,348.9729,-09d05m15.9s,-9.087737,45.52,4.25,V (Johnson),,4665,1.4,11,5/14/2014,91 Aqr b,0,1,0,0,0,0,1.54E+01,2453472.1,177.3,91.5,,,,3.2,,1017,1017,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2013A%26A...555A..87M target=ref> Mitchell et al. 2013 </a>,2013,<a href=http://adsabs.harvard.edu/abs/2013A%26A...555A..87M target=ref> Mitchell et al. 2013 </a>,Ground,Lick Observatory,0.6 m Coude Auxiliary Telescope,Hamilton Echelle Spectrograph,3,0,17,22,http://exoplanet.eu/catalog/91_aqr_b/,http://exoplanets.org/detail/91_Aqr_b,2013-07,HD 219449,HIP 114855,23.26486003,67.071988,-61.112023,346.308642,-4.001592,21.97,,,369.6,-16.8,370,,,,-25.75,5,K0 III,2.52,,,-0.03,[Fe/H],3.56,3.9,0.105,,,,1,0,1,0,0,3,0,6.37,4.25,5.36,3.67,3.175,2.263,1.69,1.597,-0.368,0.108,1.79,1.698,,,,,,,,1.29E+00,1.37E+00,1.18E+00,-9.16E-01,29,1.01,1.11,1.065,0.57,0.573,0.093,0.666,,,,14
40,AB Pic,b,Imaging,1,,260,,,13.5,Mass,,,0,0,0,0,06h19m12.91s,94.803802,-58d03m15.5s,-58.05431,45.52,9.128,V (Johnson),8.776,,,,5/14/2014,AB Pic b,0,0,1,0,0,0,5.71E+03,,,,,,13.5,,4290.5,,4290.5,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005A&A...438L..29C target=ref> Chauvin et al. 2005 </a>,2005,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005A&A...438L..29C target=ref> Chauvin et al. 2005 </a>,Ground,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,NACO Camera,3,0,10,16,http://exoplanet.eu/catalog/ab_pic_b/,,2005-08,HD 44627,HIP 30034,6.3202535,266.943713,-26.930799,106.859385,-81.211862,21.97,19.93,50.19,15.9,46.2,48.9,14.1,45,47.2,22.2,5.2,K2 V,,,,,,0.03,12,,,,,1,0,1,0,0,3,0,,9.128,10.011,,,7.576,7.088,6.981,6.897,6.888,6.858,6.829,,,,,,,,,,,,13,,0.883,,,0.488,0.107,0.595,0.537,0.31,0.313,8
